Time,Temp_C,SpCond_mS_cm,Cond_mS_cm,TDS_g_L,Sal_ppt,Turbidity_NTU,Chl_ug_L,Experiment,Date,Sonde,Position,Site,Chl_ug_L_Corrected
4:08:00,18.56,51.78,45.41,33.66,34.12,26.7,8.7,sbs_before,5/22/19,G,Up,Deanza,8.7
4:08:01,18.56,51.78,45.41,33.66,34.12,25.6,8.7,sbs_before,5/22/19,G,Up,Deanza,8.7
4:08:02,18.56,51.78,45.41,33.66,34.12,25.3,8.6,sbs_before,5/22/19,G,Up,Deanza,8.6
4:08:04,18.56,51.78,45.41,33.66,34.12,24.4,8.5,sbs_before,5/22/19,G,Up,Deanza,8.5
4:08:05,18.56,51.78,45.41,33.66,34.12,23.4,8.1,sbs_before,5/22/19,G,Up,Deanza,8.1
4:08:06,18.56,51.78,45.41,33.66,34.12,22.4,8.4,sbs_before,5/22/19,G,Up,Deanza,8.4
4:08:07,18.56,51.78,45.41,33.66,34.12,22.1,8.4,sbs_before,5/22/19,G,Up,Deanza,8.4
4:08:08,18.56,51.78,45.41,33.66,34.12,21.6,8.6,sbs_before,5/22/19,G,Up,Deanza,8.6
4:08:09,18.56,51.78,45.41,33.66,34.12,20.8,8.4,sbs_before,5/22/19,G,Up,Deanza,8.4
4:08:10,18.56,51.78,45.41,33.66,34.12,20.5,8.2,sbs_before,5/22/19,G,Up,Deanza,8.2
4:08:12,18.56,51.78,45.41,33.66,34.12,19.7,8.1,sbs_before,5/22/19,G,Up,Deanza,8.1
4:08:13,18.56,51.78,45.41,33.65,34.11,18.9,8.1,sbs_before,5/22/19,G,Up,Deanza,8.1
4:08:14,18.56,51.77,45.41,33.65,34.11,18.3,8.2,sbs_before,5/22/19,G,Up,Deanza,8.2
4:08:15,18.56,51.77,45.41,33.65,34.11,18.1,8.2,sbs_before,5/22/19,G,Up,Deanza,8.2
4:08:16,18.56,51.77,45.41,33.65,34.11,17.7,8,sbs_before,5/22/19,G,Up,Deanza,8
4:08:17,18.57,51.77,45.41,33.65,34.11,17,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:08:18,18.57,51.77,45.41,33.65,34.11,16.7,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:08:20,18.57,51.77,45.41,33.65,34.11,16.1,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:08:21,18.57,51.77,45.41,33.65,34.11,15.6,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:08:22,18.57,51.77,45.41,33.65,34.11,15,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:23,18.57,51.77,45.41,33.65,34.11,14.8,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:08:24,18.57,51.77,45.41,33.65,34.11,14.5,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:25,18.56,51.77,45.41,33.65,34.11,14.1,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:26,18.56,51.77,45.41,33.65,34.11,13.9,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:28,18.56,51.77,45.41,33.65,34.11,13.5,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:29,18.56,51.77,45.41,33.65,34.11,13.2,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:30,18.56,51.77,45.41,33.65,34.11,12.8,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:31,18.56,51.77,45.41,33.65,34.11,12.8,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:32,18.56,51.77,45.41,33.65,34.11,12.5,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:33,18.57,51.77,45.41,33.65,34.11,12,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:34,18.57,51.77,45.41,33.65,34.11,11.9,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:36,18.57,51.77,45.41,33.65,34.11,11.5,7,sbs_before,5/22/19,G,Up,Deanza,7
4:08:37,18.57,51.77,45.41,33.65,34.11,11.2,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:38,18.57,51.77,45.41,33.65,34.11,10.9,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:39,18.57,51.77,45.41,33.65,34.11,10.8,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:40,18.57,51.77,45.41,33.65,34.11,10.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:41,18.57,51.77,45.41,33.65,34.11,10.2,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:42,18.57,51.77,45.41,33.65,34.11,10.1,7,sbs_before,5/22/19,G,Up,Deanza,7
4:08:44,18.57,51.77,45.41,33.65,34.11,9.8,7,sbs_before,5/22/19,G,Up,Deanza,7
4:08:45,18.57,51.77,45.41,33.65,34.11,9.6,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:46,18.57,51.77,45.41,33.65,34.11,9.4,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:08:47,18.57,51.77,45.41,33.65,34.11,9.2,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:48,18.57,51.76,45.41,33.65,34.11,9.2,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:49,18.57,51.77,45.41,33.65,34.11,8.9,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:08:50,18.57,51.77,45.41,33.65,34.11,8.8,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:52,18.57,51.77,45.41,33.65,34.11,8.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:08:53,18.57,51.77,45.41,33.65,34.11,8.4,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:08:54,18.57,51.77,45.41,33.65,34.11,8.1,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:55,18.57,51.77,45.41,33.65,34.11,8.1,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:56,18.57,51.77,45.41,33.65,34.11,7.9,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:57,18.57,51.77,45.41,33.65,34.11,7.7,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:08:58,18.57,51.77,45.41,33.65,34.11,7.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:00,18.57,51.77,45.41,33.65,34.11,7.5,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:01,18.57,51.77,45.41,33.65,34.11,7.3,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:09:02,18.56,51.77,45.41,33.65,34.11,7.2,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:03,18.56,51.77,45.41,33.65,34.11,7.1,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:04,18.56,51.77,45.41,33.65,34.11,7,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:05,18.57,51.77,45.41,33.65,34.11,6.8,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:06,18.57,51.77,45.41,33.65,34.11,6.7,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:08,18.57,51.77,45.41,33.65,34.11,6.6,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:09,18.57,51.77,45.41,33.65,34.11,6.5,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:10,18.57,51.77,45.41,33.65,34.11,6.4,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:11,18.57,51.77,45.41,33.65,34.11,6.3,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:12,18.57,51.77,45.41,33.65,34.11,6.2,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:13,18.57,51.77,45.4,33.65,34.11,6.1,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:14,18.57,51.77,45.4,33.65,34.11,6.1,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:16,18.56,51.77,45.4,33.65,34.11,5.9,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:09:17,18.56,51.77,45.4,33.65,34.11,5.8,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:18,18.57,51.76,45.4,33.65,34.11,5.7,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:19,18.57,51.76,45.4,33.65,34.11,5.7,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:20,18.57,51.76,45.4,33.65,34.11,5.6,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:09:21,18.56,51.77,45.4,33.65,34.11,5.6,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:09:22,18.56,51.77,45.4,33.65,34.11,5.6,7.9,sbs_before,5/22/19,G,Up,Deanza,7.9
4:09:24,18.56,51.77,45.4,33.65,34.11,5.5,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:09:25,18.56,51.77,45.4,33.65,34.11,5.4,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:09:26,18.56,51.77,45.4,33.65,34.11,5.3,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:27,18.57,51.76,45.4,33.65,34.11,5.3,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:28,18.57,51.76,45.4,33.65,34.11,5.3,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:29,18.57,51.76,45.4,33.65,34.11,5.2,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:30,18.57,51.76,45.4,33.65,34.11,5.2,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:32,18.57,51.76,45.4,33.65,34.11,5.1,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:33,18.57,51.76,45.4,33.64,34.1,5.1,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:34,18.57,51.76,45.4,33.64,34.1,5,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:35,18.57,51.76,45.4,33.64,34.1,5,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:36,18.57,51.76,45.4,33.64,34.1,4.9,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:37,18.57,51.75,45.4,33.64,34.1,4.8,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:38,18.57,51.75,45.4,33.64,34.1,4.8,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:40,18.58,51.75,45.4,33.64,34.1,4.8,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:09:41,18.58,51.75,45.4,33.64,34.1,4.7,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:09:42,18.58,51.75,45.4,33.64,34.1,4.6,6.6,sbs_before,5/22/19,G,Up,Deanza,6.6
4:09:43,18.58,51.75,45.4,33.64,34.1,4.6,6.8,sbs_before,5/22/19,G,Up,Deanza,6.8
4:09:44,18.58,51.75,45.4,33.64,34.1,4.5,6.9,sbs_before,5/22/19,G,Up,Deanza,6.9
4:09:45,18.58,51.75,45.4,33.64,34.09,4.5,7,sbs_before,5/22/19,G,Up,Deanza,7
4:09:46,18.58,51.75,45.4,33.64,34.09,4.5,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:09:48,18.58,51.74,45.4,33.63,34.09,4.4,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:09:49,18.58,51.74,45.4,33.63,34.09,4.3,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:50,18.58,51.74,45.4,33.63,34.09,4.3,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:51,18.58,51.74,45.4,33.63,34.09,4.3,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:09:52,18.58,51.74,45.4,33.63,34.09,4.3,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:09:53,18.58,51.74,45.4,33.63,34.09,4.2,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:54,18.58,51.74,45.4,33.63,34.09,4.2,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:56,18.58,51.74,45.4,33.63,34.09,4.2,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:09:57,18.58,51.74,45.4,33.63,34.09,4.5,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:09:58,18.58,51.74,45.4,33.63,34.09,4.4,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:09:59,18.58,51.74,45.4,33.63,34.09,4.4,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:00,18.58,51.74,45.4,33.63,34.09,4.3,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:01,18.58,51.74,45.4,33.63,34.09,4.3,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:02,18.58,51.74,45.4,33.63,34.09,4.3,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:10:04,18.58,51.74,45.4,33.63,34.09,4.2,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:05,18.58,51.74,45.4,33.63,34.09,4.2,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:06,18.58,51.75,45.4,33.63,34.09,4.2,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:07,18.58,51.75,45.4,33.64,34.09,4.2,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:08,18.58,51.75,45.4,33.64,34.09,4.1,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:09,18.58,51.75,45.4,33.64,34.1,4.1,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:10,18.58,51.75,45.4,33.64,34.1,4.1,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:12,18.58,51.75,45.4,33.64,34.09,4,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:13,18.58,51.75,45.4,33.64,34.09,4,7.9,sbs_before,5/22/19,G,Up,Deanza,7.9
4:10:14,18.58,51.75,45.4,33.63,34.09,4,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:10:15,18.58,51.74,45.4,33.63,34.09,4,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:10:16,18.58,51.74,45.4,33.63,34.09,4,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:17,18.58,51.74,45.4,33.63,34.09,3.9,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:18,18.59,51.74,45.4,33.63,34.09,3.9,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:20,18.59,51.74,45.4,33.63,34.09,3.9,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:10:21,18.59,51.74,45.4,33.63,34.09,3.9,7.7,sbs_before,5/22/19,G,Up,Deanza,7.7
4:10:22,18.59,51.73,45.4,33.63,34.08,3.9,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:10:23,18.59,51.73,45.4,33.63,34.08,3.9,7.8,sbs_before,5/22/19,G,Up,Deanza,7.8
4:10:24,18.59,51.73,45.4,33.63,34.08,3.9,7.6,sbs_before,5/22/19,G,Up,Deanza,7.6
4:10:25,18.59,51.73,45.4,33.63,34.08,3.8,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:10:26,18.59,51.73,45.4,33.63,34.08,3.8,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:10:28,18.59,51.74,45.4,33.63,34.09,3.7,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:10:29,18.59,51.74,45.4,33.63,34.09,3.7,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:10:30,18.59,51.74,45.4,33.63,34.09,3.7,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:10:31,18.59,51.74,45.4,33.63,34.09,3.7,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:10:32,18.59,51.74,45.4,33.63,34.09,3.7,7.4,sbs_before,5/22/19,G,Up,Deanza,7.4
4:10:33,18.59,51.74,45.4,33.63,34.09,3.6,7.1,sbs_before,5/22/19,G,Up,Deanza,7.1
4:10:34,18.59,51.74,45.4,33.63,34.09,3.6,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:10:36,18.58,51.74,45.4,33.63,34.09,3.6,7.5,sbs_before,5/22/19,G,Up,Deanza,7.5
4:10:37,18.58,51.74,45.4,33.63,34.09,3.6,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:10:38,18.58,51.74,45.4,33.63,34.09,3.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:10:39,18.58,51.74,45.4,33.63,34.09,3.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:10:40,18.58,51.74,45.4,33.63,34.09,3.6,7.3,sbs_before,5/22/19,G,Up,Deanza,7.3
4:10:41,18.58,51.75,45.4,33.63,34.09,3.5,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:10:42,18.58,51.75,45.4,33.63,34.09,3.5,7.2,sbs_before,5/22/19,G,Up,Deanza,7.2
4:10:44,18.58,51.74,45.4,33.63,34.09,3.5,7,sbs_before,5/22/19,G,Up,Deanza,7
4:10:45,18.58,51.74,45.4,33.63,34.09,3.4,6.9,sbs_before,5/22/19,G,Up,Deanza,6.9
