Time,Temp_C,SpCond_mS_cm,Cond_mS_cm,TDS_g_L,Sal_ppt,Turbidity_NTU,Chl_ug_L,Experiment,Date,Sonde,Position,Site,Chl_ug_L_Corrected
8:10:00,17.39,54.22,46.34,35.24,35.91,9.8,4.5,sbs_before,7/28/18,G,Up,Morro Bay,4.5
8:10:01,17.39,54.22,46.34,35.24,35.91,9.8,4.5,sbs_before,7/28/18,G,Up,Morro Bay,4.5
8:10:02,17.39,54.22,46.34,35.24,35.91,9.8,4.5,sbs_before,7/28/18,G,Up,Morro Bay,4.5
8:10:03,17.39,54.22,46.34,35.24,35.91,9.8,4.4,sbs_before,7/28/18,G,Up,Morro Bay,4.4
8:10:04,17.39,54.22,46.34,35.24,35.91,9.8,4.3,sbs_before,7/28/18,G,Up,Morro Bay,4.3
8:10:05,17.39,54.22,46.34,35.24,35.91,9.8,4.3,sbs_before,7/28/18,G,Up,Morro Bay,4.3
8:10:06,17.39,54.22,46.34,35.24,35.91,9.7,4.2,sbs_before,7/28/18,G,Up,Morro Bay,4.2
8:10:07,17.39,54.22,46.34,35.24,35.91,9.7,4.2,sbs_before,7/28/18,G,Up,Morro Bay,4.2
8:10:08,17.39,54.22,46.34,35.24,35.91,9.7,4,sbs_before,7/28/18,G,Up,Morro Bay,4
8:10:09,17.39,54.22,46.34,35.24,35.91,9.7,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:10,17.39,54.22,46.34,35.24,35.91,9.7,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:11,17.39,54.22,46.34,35.24,35.91,9.6,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:12,17.39,54.22,46.34,35.24,35.91,9.6,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:13,17.39,54.22,46.34,35.24,35.91,9.5,4,sbs_before,7/28/18,G,Up,Morro Bay,4
8:10:14,17.39,54.22,46.34,35.24,35.91,9.5,4,sbs_before,7/28/18,G,Up,Morro Bay,4
8:10:15,17.39,54.22,46.34,35.24,35.91,9.5,4,sbs_before,7/28/18,G,Up,Morro Bay,4
8:10:16,17.39,54.22,46.34,35.24,35.91,9.5,4,sbs_before,7/28/18,G,Up,Morro Bay,4
8:10:17,17.39,54.22,46.34,35.24,35.91,9.5,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:18,17.39,54.22,46.34,35.24,35.91,9.5,4.1,sbs_before,7/28/18,G,Up,Morro Bay,4.1
8:10:19,17.39,54.22,46.34,35.24,35.91,9.4,4.3,sbs_before,7/28/18,G,Up,Morro Bay,4.3
8:10:20,17.39,54.22,46.34,35.24,35.91,9.4,4.3,sbs_before,7/28/18,G,Up,Morro Bay,4.3
8:10:21,17.39,54.22,46.34,35.24,35.91,9.4,4.4,sbs_before,7/28/18,G,Up,Morro Bay,4.4
8:10:22,17.39,54.22,46.33,35.24,35.91,9.4,4.4,sbs_before,7/28/18,G,Up,Morro Bay,4.4
8:10:23,17.39,54.22,46.33,35.24,35.91,9.4,4.4,sbs_before,7/28/18,G,Up,Morro Bay,4.4
8:10:24,17.39,54.22,46.33,35.24,35.91,9.4,4.4,sbs_before,7/28/18,G,Up,Morro Bay,4.4
8:10:25,17.39,54.22,46.33,35.24,35.91,9.4,4.3,sbs_before,7/28/18,G,Up,Morro Bay,4.3
