Time,Temp_C,SpCond_mS_cm,Cond_mS_cm,TDS_g_L,Sal_ppt,Turbidity_NTU,Chl_ug_L,Experiment,Date,Sonde,Position,Site
4:26:00,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:01,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:02,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:03,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:04,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:05,19.14,56.72,50.37,36.87,37.79,2.1,6.4,sbs_before,5/9/19,H,Down,Deanza
4:26:06,19.14,56.72,50.37,36.87,37.79,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:08,19.14,56.71,50.37,36.86,37.79,2.1,6.4,sbs_before,5/9/19,H,Down,Deanza
4:26:09,19.14,56.72,50.37,36.87,37.79,2.1,6.4,sbs_before,5/9/19,H,Down,Deanza
4:26:10,19.14,56.72,50.37,36.87,37.79,2.1,6.4,sbs_before,5/9/19,H,Down,Deanza
4:26:11,19.14,56.72,50.37,36.87,37.79,2.1,6.5,sbs_before,5/9/19,H,Down,Deanza
4:26:12,19.14,56.72,50.37,36.87,37.79,2,6.6,sbs_before,5/9/19,H,Down,Deanza
4:26:13,19.14,56.72,50.37,36.87,37.79,2.1,6.5,sbs_before,5/9/19,H,Down,Deanza
4:26:14,19.14,56.72,50.37,36.87,37.79,2.1,6.5,sbs_before,5/9/19,H,Down,Deanza
4:26:16,19.14,56.72,50.38,36.87,37.79,2.1,6.8,sbs_before,5/9/19,H,Down,Deanza
4:26:17,19.14,56.72,50.38,36.87,37.79,2.1,6.8,sbs_before,5/9/19,H,Down,Deanza
4:26:18,19.14,56.72,50.38,36.87,37.79,2.1,6.6,sbs_before,5/9/19,H,Down,Deanza
4:26:19,19.14,56.72,50.38,36.87,37.79,2.1,6.5,sbs_before,5/9/19,H,Down,Deanza
4:26:20,19.14,56.72,50.38,36.87,37.8,2.1,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:21,19.15,56.72,50.38,36.87,37.79,2,6.1,sbs_before,5/9/19,H,Down,Deanza
4:26:22,19.15,56.72,50.38,36.87,37.8,2,6.1,sbs_before,5/9/19,H,Down,Deanza
4:26:24,19.15,56.72,50.38,36.87,37.79,2,6.3,sbs_before,5/9/19,H,Down,Deanza
4:26:25,19.15,56.72,50.38,36.87,37.8,2,6.1,sbs_before,5/9/19,H,Down,Deanza
4:26:26,19.15,56.72,50.38,36.87,37.8,2,6.1,sbs_before,5/9/19,H,Down,Deanza
4:26:27,19.15,56.72,50.38,36.87,37.79,2,5.9,sbs_before,5/9/19,H,Down,Deanza
4:26:28,19.15,56.72,50.38,36.87,37.79,2,5.7,sbs_before,5/9/19,H,Down,Deanza
