Site,Treatment,excavation_date,excavation_sample,species,Individual_ID,length_mm,width_mm,total_wet_weight_g,tissue_dry_weight_g,shell_dry_weight_g,Notes
Deanza,O,5/17/18,Q4,Musculista,148,18.6,9.9,0.4328,,,
Deanza,O,5/17/18,Q4,Musculista,149,22.2,9.5,0.5366,,,
Deanza,O,5/17/18,Q4,Musculista,150,10.7,5.1,0.0693,,,
Deanza,O,5/17/18,Q4,Musculista,151,13.5,7.3,0.1656,,,
Deanza,O,5/17/18,Q4,Musculista,152,10.3,5.9,0.0564,,,
Deanza,O,5/17/18,Q4,Musculista,153,18.2,8.7,0.3406,,,
Deanza,O,5/17/18,Q4,Musculista,154,8.6,4.4,0.056,,,
Deanza,O,5/17/18,Q4,Musculista,155,10.4,5.5,0.0818,,,
Deanza,O,5/17/18,Q4,Musculista,156,12.3,7.1,0.1089,,,
Deanza,O,5/17/18,Q4,Musculista,157,11.9,6.7,0.1191,,,
Deanza,O,5/17/18,Q4,Musculista,158,15.5,8.4,0.311,,,
Deanza,O,5/17/18,Q4,Musculista,159,8.6,4.6,0.035,,,
Deanza,O,5/17/18,Q4,Musculista,160,17.6,9.5,0.2913,,,
Deanza,O,5/17/18,Q4,Musculista,161,11.7,6,0.0879,,,
Deanza,O,5/17/18,Q4,Musculista,162,14,7.2,0.0111,,,
Deanza,O,5/17/18,Q4,Musculista,163,13.7,7.1,0.1561,,,
Deanza,O,5/17/18,Q4,Musculista,164,13.9,6.9,0.1107,,,
Deanza,O,5/17/18,Q4,Musculista,165,14.3,8.2,0.1485,,,
Deanza,O,5/17/18,Q4,Musculista,166,11.6,7.7,0.1337,,,
Deanza,O,5/17/18,Q4,Musculista,167,14.3,6.7,0.1543,,,
Deanza,O,5/17/18,Q4,Musculista,168,14.2,7.9,0.1705,,,
Deanza,O,5/17/18,Q4,Musculista,169,15.6,8.7,0.2906,,,
Deanza,O,5/17/18,Q4,Musculista,170,14.1,7,0,,,
Deanza,O,5/17/18,Q4,Musculista,171,14.7,7.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,172,11.7,6.8,0,,,
Deanza,O,5/17/18,Q4,Musculista,173,14.3,7.5,0,,,
Deanza,O,5/17/18,Q4,Musculista,174,11.2,5.9,0,,,
Deanza,O,5/17/18,Q4,Musculista,175,10.8,5.9,0,,,
Deanza,O,5/17/18,Q4,Musculista,176,16.7,8.5,0,,,
Deanza,O,5/17/18,Q4,Musculista,177,15,8.3,0,,,
Deanza,O,5/17/18,Q4,Musculista,178,11.7,6.1,0,,,
Deanza,O,5/17/18,Q4,Musculista,179,17.7,6.7,0,,,
Deanza,O,5/17/18,Q4,Musculista,180,15.1,8,0,,,
Deanza,O,5/17/18,Q4,Musculista,181,16,8,0,,,
Deanza,O,5/17/18,Q4,Musculista,182,13.1,6.8,0,,,
Deanza,O,5/17/18,Q4,Musculista,183,17.5,9.3,0,,,
Deanza,O,5/17/18,Q4,Musculista,184,15.5,8.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,185,14.8,7.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,186,13.3,6.9,0,,,
Deanza,O,5/17/18,Q4,Musculista,187,19.1,9.6,0,,,
Deanza,O,5/17/18,Q4,Musculista,188,13.2,7.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,189,14.7,7.6,0,,,
Deanza,O,5/17/18,Q4,Musculista,190,12.1,7.2,0,,,
Deanza,O,5/17/18,Q4,Musculista,191,10.6,6.1,0,,,
Deanza,O,5/17/18,Q4,Musculista,192,15.4,8.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,193,8.7,4.6,0,,,
Deanza,O,5/17/18,Q4,Musculista,194,16.2,7.7,0,,,
Deanza,O,5/17/18,Q4,Musculista,195,21.4,11.3,0,,,
Deanza,O,5/17/18,Q4,Musculista,196,16.8,8.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,197,12.4,7,0,,,
Deanza,O,5/17/18,Q4,Musculista,198,11.4,5.9,0,,,
Deanza,O,5/17/18,Q4,Musculista,199,14.1,8.4,0,,,
Deanza,O,5/17/18,Q4,Musculista,200,11.7,6.1,0,,,
Deanza,O,5/17/18,Q4,Musculista,201,10.6,4.5,0,,,
Deanza,O,5/17/18,Q4,Musculista,202,11.2,6,0,,,
Deanza,O,5/17/18,Q4,Musculista,203,14.9,7.9,0,,,
Deanza,O,5/17/18,Q4,O. lurida,204,18.9,15.9,0,,,
Deanza,O,5/17/18,Q4,O. lurida,205,17.7,12.2,0,,,
Deanza,O,5/17/18,Q4,O. lurida,206,27.7,22.29,0,,,
Deanza,O,5/17/18,Q4,O. lurida,207,21,18.9,0,,,
Deanza,O,5/17/18,Q4,O. lurida,208,15.7,17.3,0,,,
Deanza,O,5/17/18,Q4,O. lurida,209,26.1,18.7,0,,,
Deanza,O,5/17/18,Q4,O. lurida,210,36,28.6,0,,,
Deanza,O,5/17/18,Q4,O. lurida,211,35.9,17.3,0,,,
Deanza,O,5/17/18,Q4,O. lurida,212,32.9,24.4,0,,,
Deanza,O,5/17/18,Q4,O. lurida,213,33.7,18.4,0,,,
Deanza,O,5/17/18,Q4,O. lurida,214,31.7,25.4,0,,,
Deanza,O,5/17/18,Q4,O. lurida,215,,,0,,,
Deanza,O,5/17/18,Q4,O. lurida,216,,,0,,,
Deanza,O,5/17/18,Q8,Mytlius,1,19.5,12,0,,,
Deanza,O,5/17/18,Q8,Mytlius,2,46.7,27.4,0,,,
Deanza,O,5/17/18,Q8,Mytlius,3,44.2,25.7,0,,,
Deanza,O,5/17/18,Q8,Adula,4,18.8,9.2,0,,,
Deanza,O,5/17/18,Q8,Adula,5,12.7,5,0,,,
Deanza,O,5/17/18,Q8,Adula,6,16.7,9.4,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,7,13.2,10.2,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,8,10.3,9.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,9,11.4,10.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,10,9.7,7.4,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,11,12.9,11,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,12,9.1,8,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,13,17,14.5,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,14,11.6,10.6,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,15,17.7,15.9,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,16,14.6,13.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,17,8.2,6.4,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,18,13.8,11.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,19,10.3,9.2,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,20,10.3,12.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,21,13.4,12.1,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,22,15.1,12.9,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,23,13.9,11.2,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,24,12.4,10.3,0,,,
Deanza,O,5/17/18,Q8,C. Spinosum,25,14.9,12.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,26,17.1,9.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,27,11.5,6.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,28,19.2,9.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,29,10.1,5.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,30,25.9,12.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,31,20.7,12.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,32,18,9.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,33,16.7,8.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,34,22,10.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,35,19.7,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,36,23.7,12.1,0,,,
Deanza,O,5/17/18,Q8,Musculista,37,20,10.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,38,18.1,9.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,39,15.3,8.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,40,17.1,7.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,41,18.5,9.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,42,17.1,9.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,43,18,9.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,44,14.6,8.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,45,12.3,6.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,46,14.3,7,0,,,
Deanza,O,5/17/18,Q8,Musculista,47,19.1,10,0,,,
Deanza,O,5/17/18,Q8,Musculista,48,11.5,6.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,49,17.2,9,0,,,
Deanza,O,5/17/18,Q8,Musculista,50,12.3,6.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,51,19.6,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,52,14.8,7.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,53,11.2,5.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,54,18.8,10.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,55,18.9,10.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,56,13,6.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,57,17.4,9,0,,,
Deanza,O,5/17/18,Q8,Musculista,58,16.7,7.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,59,20.8,10.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,60,16.4,9,0,,,
Deanza,O,5/17/18,Q8,Musculista,61,16.7,8.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,62,19.9,9.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,63,17.8,9.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,64,18.5,10.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,65,24.2,11.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,66,18.4,9.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,67,22.7,11.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,68,17.3,9,0,,,
Deanza,O,5/17/18,Q8,Musculista,69,18.1,9.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,70,20.3,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,71,14.6,7.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,72,20.4,10.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,73,15.9,8.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,74,25,12.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,75,18.7,10.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,76,19.6,10.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,77,15.2,8.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,78,14.9,7.1,0,,,
Deanza,O,5/17/18,Q8,Musculista,79,23.6,11.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,80,16.2,8.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,81,23.6,12.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,82,23.2,11.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,83,18.1,9.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,84,18.8,9.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,85,21.9,12.1,0,,,
Deanza,O,5/17/18,Q8,Musculista,86,16.6,8.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,87,23,11.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,88,20.6,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,89,11.1,5.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,90,20.4,10,0,,,
Deanza,O,5/17/18,Q8,Musculista,91,16.6,10.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,92,17.8,9.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,93,15.7,8.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,94,15,6.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,95,17.8,10,0,,,
Deanza,O,5/17/18,Q8,Musculista,96,18.8,10.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,97,14.7,7.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,98,18.8,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,99,23.7,12.5,0,,,
Deanza,O,5/17/18,Q8,Musculista,100,21.4,11.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,101,18.9,10.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,102,13.5,6.9,0,,,
Deanza,O,5/17/18,Q8,Musculista,103,14,7,0,,,
Deanza,O,5/17/18,Q8,Musculista,104,20.2,9.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,105,16.7,8.8,0,,,
Deanza,O,5/17/18,Q8,Musculista,106,21.5,11.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,107,15.3,8.4,0,,,
Deanza,O,5/17/18,Q8,Musculista,108,15,7.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,109,17.7,9.7,0,,,
Deanza,O,5/17/18,Q8,Musculista,110,19.5,9.6,0,,,
Deanza,O,5/17/18,Q8,Musculista,111,13.9,8,0,,,
Deanza,O,5/17/18,Q8,Musculista,112,14.6,7.3,0,,,
Deanza,O,5/17/18,Q8,Musculista,113,15.2,8.1,0,,,
Deanza,O,5/17/18,Q8,Musculista,114,10.6,6.2,0,,,
Deanza,O,5/17/18,Q8,Musculista,115,12.8,6.6,0,,,
Deanza,O,5/17/18,Q8,O. lurida,116,28.5,23.8,0,,,
Deanza,O,5/17/18,Q8,O. lurida,117,30.5,23.7,0,,,
Deanza,O,5/17/18,Q8,O. lurida,118,38,32.1,0,,,
Deanza,O,5/17/18,Q8,O. lurida,119,38.7,24.4,0,,,
Deanza,O,5/17/18,Q8,O. lurida,120,19.6,18.3,0,,,
Deanza,O,5/17/18,Q8,O. lurida,121,32.6,27.8,0,,,
Deanza,O,5/17/18,Q8,O. lurida,122,19.8,15.5,0,,,
Deanza,O,5/17/18,Q8,O. lurida,123,26.1,21.6,0,,,
Deanza,O,5/17/18,Q8,O. lurida,124,36.1,34.8,0,,,
Deanza,O,5/17/18,Q8,O. lurida,125,29.5,20.8,0,,,
Deanza,O,5/17/18,Q8,O. lurida,126,38.2,27.2,0,,,
