Time,Date,Site,Experiment,Sonde_Up,Temp_C_Up,SpCond_mS_cm_Up,Cond_mS_cm_Up,TDS_g_L_Up,Sal_ppt_Up,Turbidity_NTU_Up,Chl_ug_L_Up,Sonde_Down,Temp_C_Down,SpCond_mS_cm_Down,Cond_mS_cm_Down,TDS_g_L_Down,Sal_ppt_Down,Turbidity_NTU_Down,Chl_ug_L_Down,avg_depth_cm,d_bw_sondes_m,avg_m_hr,pcnt_Chl_rmvd,L_hr_m2
08:42:00,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,3.16069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.53930555885074,29.5,27,96,19.6598846825753,206.210346003901
08:42:01,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.96069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.53930555885074,29.5,27,96,14.2327717592816,149.285961564021
08:42:02,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.96069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.53930555885074,29.5,27,96,14.2327717592816,149.285961564021
08:42:03,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.96069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.63930555885074,29.5,27,96,10.8551857912686,113.858837632862
08:42:04,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.96069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.43930555885074,29.5,27,96,17.6103577272947,184.71308549518
08:42:05,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.76069444114926,H,17.5,53.81,46.11,34.98,35.62,5.9,2.43930555885074,29.5,27,96,11.6415955894315,122.107402626926
08:42:06,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.76069444114926,H,17.5,53.82,46.11,34.98,35.62,5.9,2.43930555885074,29.5,27,96,11.6415955894315,122.107402626926
08:42:07,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.3,2.86069444114926,H,17.5,53.82,46.11,34.98,35.62,5.8,2.73930555885074,29.5,27,96,4.24333618272582,44.507881738813
08:42:08,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.3,2.76069444114926,H,17.5,53.82,46.11,34.98,35.62,5.8,2.83930555885074,29.5,27,96,-2.84751244215069,-29.8672416154473
08:42:09,7/28/18,Morro Bay,Filtration,G,17.48,54.21,46.42,35.24,35.91,7.4,2.86069444114926,H,17.5,53.81,46.11,34.98,35.62,5.8,2.93930555885074,29.5,27,96,-2.74797323931969,-28.8231859768644
