Time,Date,Site,Experiment,Sonde_Up,Temp_C_Up,SpCond_mS_cm_Up,Cond_mS_cm_Up,TDS_g_L_Up,Sal_ppt_Up,Turbidity_NTU_Up,Chl_ug_L_Up,Sonde_Down,Temp_C_Down,SpCond_mS_cm_Down,Cond_mS_cm_Down,TDS_g_L_Down,Sal_ppt_Down,Turbidity_NTU_Down,Chl_ug_L_Down,avg_depth_cm,d_bw_sondes_m,avg_m_hr,pcnt_Chl_rmvd,L_hr_m2
08:25:00,7/27/18,Morro Bay,Filtration,G,17.67,54.18,46.6,35.22,35.89,7.9,4.2,H,17.63,53.8,46.22,34.97,35.6,6.1,3.5,47.5,26,108,16.6666666666667,328.846153846154
08:25:01,7/27/18,Morro Bay,Filtration,G,17.68,54.17,46.6,35.21,35.89,7.9,4.4,H,17.63,53.8,46.22,34.97,35.6,6.1,3.6,47.5,26,108,18.1818181818182,358.741258741259
08:25:02,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.21,35.89,7.9,4.4,H,17.63,53.8,46.22,34.97,35.6,6.1,3.8,47.5,26,108,13.6363636363636,269.055944055944
08:25:03,7/27/18,Morro Bay,Filtration,G,17.68,54.17,46.6,35.21,35.89,7.9,4.5,H,17.63,53.8,46.22,34.97,35.6,6.1,3.8,47.5,26,108,15.5555555555556,306.923076923077
08:25:04,7/27/18,Morro Bay,Filtration,G,17.68,54.17,46.6,35.21,35.89,7.9,4.6,H,17.63,53.8,46.22,34.97,35.6,6.1,3.9,47.5,26,108,15.2173913043478,300.250836120401
08:25:05,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.8,H,17.63,53.8,46.22,34.97,35.6,6.1,3.7,47.5,26,108,22.9166666666667,452.163461538461
08:25:06,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.7,H,17.63,53.79,46.22,34.97,35.6,6.1,3.6,47.5,26,108,23.4042553191489,461.783960720131
08:25:07,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.8,H,17.63,53.79,46.22,34.97,35.6,6.1,3.6,47.5,26,108,25,493.269230769231
08:25:08,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.6,H,17.63,53.8,46.22,34.97,35.6,6.1,3.5,47.5,26,108,23.9130434782609,471.822742474916
08:25:09,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.5,H,17.63,53.8,46.22,34.97,35.6,6.1,3.6,47.5,26,108,20,394.615384615385
08:25:10,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.5,H,17.63,53.8,46.22,34.97,35.6,6.1,3.6,47.5,26,108,20,394.615384615385
08:25:11,7/27/18,Morro Bay,Filtration,G,17.68,54.18,46.6,35.22,35.89,7.9,4.6,H,17.63,53.8,46.22,34.97,35.6,6.1,3.6,47.5,26,108,21.7391304347826,428.929765886288
