    Time, Temp_C_H_up,SpCond_mS/cm_H_up, Cond_mS/cm_H_up,  TDS_g/L_H_up,   Sal_ppt_H_up,Turbid_NTU_H_up,  Chl_ug/L_H_up,Experiment,    Date,Sonde,Position,Site
12:39:12,19.32,56.25,50.15,36.56,37.44,4.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:13,19.32,56.25,50.15,36.56,37.44,4.9,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:39:14,19.32,56.25,50.15,36.56,37.44,5,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:15,19.32,56.25,50.15,36.56,37.44,5,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:16,19.32,56.25,50.15,36.56,37.44,5,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:17,19.32,56.25,50.15,36.56,37.44,5,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:18,19.32,56.25,50.15,36.56,37.45,5.1,-0.5,Filtration,4/17/19,H,Upstream,Deanza
12:39:20,19.32,56.25,50.15,36.56,37.44,5.1,-0.6,Filtration,4/17/19,H,Upstream,Deanza
12:39:21,19.32,56.25,50.14,36.56,37.44,5.1,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:22,19.32,56.25,50.14,36.56,37.44,5.4,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:23,19.32,56.25,50.14,36.56,37.44,5.5,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:39:24,19.32,56.25,50.14,36.56,37.44,5.6,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:39:25,19.32,56.25,50.14,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:26,19.32,56.25,50.14,36.56,37.44,5.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:39:28,19.32,56.25,50.14,36.56,37.44,5.8,0,Filtration,4/17/19,H,Upstream,Deanza
12:39:29,19.32,56.25,50.15,36.56,37.44,5.9,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:30,19.33,56.24,50.15,36.56,37.44,5.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:31,19.33,56.24,50.15,36.56,37.44,5.7,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:39:32,19.33,56.24,50.15,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:33,19.34,56.24,50.16,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:34,19.34,56.24,50.16,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:39:36,19.34,56.24,50.16,36.56,37.44,5.6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:39:37,19.34,56.24,50.16,36.56,37.44,5.6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:38,19.34,56.25,50.16,36.56,37.44,5.6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:39,19.34,56.25,50.16,36.56,37.44,5.6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:40,19.34,56.25,50.16,36.56,37.44,5.6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:41,19.34,56.25,50.16,36.56,37.44,5.6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:39:42,19.34,56.25,50.16,36.56,37.44,5.5,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:39:44,19.34,56.25,50.16,36.56,37.44,5.4,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:39:45,19.34,56.24,50.17,36.56,37.44,5.4,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:39:46,19.34,56.24,50.17,36.56,37.44,5.4,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:39:47,19.34,56.24,50.17,36.56,37.44,5.4,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:39:48,19.35,56.24,50.17,36.56,37.44,5.4,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:39:49,19.35,56.24,50.17,36.56,37.44,5.4,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:39:50,19.35,56.24,50.17,36.56,37.44,5.4,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:39:52,19.35,56.24,50.17,36.56,37.44,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:53,19.35,56.25,50.17,36.56,37.44,5.3,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:39:54,19.34,56.25,50.17,36.56,37.44,5.2,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:55,19.34,56.25,50.17,36.56,37.44,5.2,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:39:56,19.33,56.25,50.17,36.56,37.45,5.2,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:39:57,19.33,56.25,50.16,36.57,37.45,5.1,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:39:58,19.32,56.25,50.16,36.57,37.45,5.1,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:40:00,19.32,56.25,50.15,36.56,37.44,5.2,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:01,19.32,56.24,50.14,36.56,37.44,5.2,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:02,19.32,56.24,50.14,36.56,37.44,5.1,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:03,19.32,56.24,50.14,36.56,37.44,5.1,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:04,19.33,56.24,50.14,36.55,37.43,5.1,1,Filtration,4/17/19,H,Upstream,Deanza
12:40:05,19.33,56.24,50.15,36.55,37.43,5.1,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:06,19.33,56.24,50.15,36.55,37.43,5.1,1,Filtration,4/17/19,H,Upstream,Deanza
12:40:08,19.33,56.24,50.15,36.56,37.44,5,1,Filtration,4/17/19,H,Upstream,Deanza
12:40:09,19.33,56.24,50.15,36.56,37.44,5,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:10,19.32,56.24,50.15,36.56,37.44,5,1.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:11,19.32,56.24,50.14,36.56,37.44,4.9,1.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:12,19.32,56.24,50.14,36.56,37.44,4.9,1.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:13,19.32,56.24,50.14,36.55,37.43,4.9,1.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:14,19.32,56.23,50.14,36.55,37.43,4.9,1.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:16,19.33,56.23,50.14,36.55,37.43,4.8,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:17,19.33,56.23,50.14,36.55,37.43,4.8,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:40:18,19.33,56.24,50.14,36.55,37.43,4.8,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:19,19.33,56.24,50.14,36.55,37.43,4.8,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:40:20,19.32,56.24,50.14,36.56,37.44,4.8,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:21,19.32,56.24,50.14,36.55,37.44,4.8,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:40:22,19.32,56.24,50.14,36.55,37.44,4.8,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:24,19.32,56.24,50.14,36.55,37.43,4.8,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:40:25,19.32,56.23,50.14,36.55,37.43,4.8,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:40:26,19.33,56.23,50.14,36.55,37.43,4.8,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:27,19.34,56.22,50.14,36.55,37.42,4.8,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:40:28,19.34,56.22,50.14,36.54,37.42,4.8,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:40:29,19.36,56.21,50.15,36.54,37.41,4.8,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:30,19.36,56.21,50.15,36.54,37.41,4.8,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:32,19.36,56.21,50.16,36.54,37.42,4.9,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:40:33,19.37,56.22,50.17,36.54,37.42,4.9,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:40:34,19.37,56.22,50.18,36.54,37.42,4.9,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:40:35,19.37,56.22,50.18,36.55,37.42,4.9,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:36,19.37,56.23,50.18,36.55,37.43,4.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:37,19.36,56.23,50.18,36.55,37.43,4.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:38,19.36,56.23,50.18,36.55,37.43,4.8,0,Filtration,4/17/19,H,Upstream,Deanza
12:40:40,19.35,56.24,50.17,36.56,37.44,4.8,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:40:41,19.35,56.24,50.17,36.56,37.44,4.8,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:40:42,19.34,56.24,50.17,36.56,37.44,4.8,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:43,19.34,56.24,50.17,36.56,37.44,4.8,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:44,19.35,56.24,50.16,36.55,37.43,4.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:45,19.35,56.24,50.17,36.55,37.43,4.8,0,Filtration,4/17/19,H,Upstream,Deanza
12:40:46,19.35,56.24,50.17,36.55,37.43,4.8,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:48,19.35,56.24,50.17,36.55,37.43,4.9,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:40:49,19.35,56.24,50.17,36.55,37.43,4.9,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:40:50,19.35,56.23,50.17,36.55,37.43,5,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:51,19.35,56.23,50.17,36.55,37.43,5,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:52,19.35,56.23,50.17,36.55,37.43,5.1,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:53,19.35,56.23,50.17,36.55,37.43,5,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:54,19.35,56.24,50.17,36.55,37.43,5,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:56,19.35,56.23,50.17,36.55,37.43,5,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:40:57,19.36,56.23,50.17,36.55,37.43,5.1,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:40:58,19.36,56.23,50.17,36.55,37.43,5.1,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:40:59,19.36,56.23,50.17,36.55,37.43,5.1,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:00,19.36,56.23,50.18,36.55,37.43,5.1,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:01,19.37,56.23,50.18,36.55,37.43,5.1,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:02,19.37,56.23,50.18,36.55,37.43,5.1,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:04,19.38,56.23,50.19,36.55,37.43,5.1,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:05,19.38,56.23,50.2,36.55,37.43,5.1,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:06,19.38,56.24,50.2,36.55,37.43,5.1,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:07,19.38,56.24,50.2,36.55,37.43,5.1,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:41:08,19.38,56.24,50.21,36.55,37.43,5.2,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:09,19.39,56.24,50.21,36.56,37.44,5.2,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:10,19.39,56.24,50.21,36.56,37.44,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:41:12,19.39,56.24,50.21,36.55,37.43,5.4,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:13,19.4,56.23,50.22,36.55,37.43,5.5,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:41:14,19.41,56.23,50.22,36.55,37.43,5.5,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:15,19.41,56.22,50.23,36.55,37.42,5.5,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:16,19.42,56.22,50.23,36.55,37.42,5.6,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:17,19.42,56.23,50.24,36.55,37.43,5.6,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:18,19.42,56.23,50.24,36.55,37.43,5.6,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:20,19.42,56.23,50.24,36.55,37.43,5.6,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:21,19.42,56.23,50.24,36.55,37.43,5.6,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:22,19.42,56.23,50.24,36.55,37.43,5.6,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:23,19.42,56.24,50.24,36.55,37.43,5.6,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:24,19.41,56.24,50.24,36.55,37.44,5.7,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:25,19.41,56.24,50.24,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:26,19.41,56.24,50.24,36.56,37.44,5.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:28,19.42,56.24,50.24,36.55,37.43,5.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:29,19.42,56.24,50.24,36.55,37.43,5.9,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:41:30,19.42,56.24,50.24,36.55,37.43,5.9,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:41:31,19.42,56.24,50.24,36.55,37.43,5.9,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:41:32,19.42,56.24,50.25,36.55,37.43,5.9,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:41:33,19.43,56.24,50.25,36.55,37.43,6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:41:34,19.43,56.24,50.25,36.55,37.43,6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:41:36,19.43,56.24,50.26,36.56,37.44,6,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:37,19.43,56.24,50.26,36.56,37.44,5.9,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:38,19.43,56.24,50.26,36.56,37.44,5.9,1.2,Filtration,4/17/19,H,Upstream,Deanza
12:41:39,19.43,56.24,50.26,36.56,37.44,6,1.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:40,19.43,56.25,50.26,36.56,37.44,5.9,1,Filtration,4/17/19,H,Upstream,Deanza
12:41:41,19.43,56.24,50.26,36.56,37.44,6,1.1,Filtration,4/17/19,H,Upstream,Deanza
12:41:42,19.43,56.24,50.26,36.56,37.44,6,1,Filtration,4/17/19,H,Upstream,Deanza
12:41:44,19.44,56.24,50.26,36.56,37.44,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:41:45,19.44,56.24,50.27,36.56,37.44,6,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:41:46,19.44,56.24,50.27,36.56,37.44,5.9,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:41:47,19.43,56.24,50.27,36.56,37.44,5.9,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:48,19.43,56.25,50.26,36.56,37.44,5.9,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:49,19.43,56.25,50.26,36.56,37.44,5.9,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:41:50,19.43,56.25,50.26,36.56,37.44,5.9,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:52,19.43,56.25,50.26,36.56,37.44,6,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:53,19.43,56.25,50.26,36.56,37.44,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:41:54,19.43,56.25,50.27,36.56,37.44,5.9,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:41:55,19.43,56.25,50.27,36.56,37.44,5.9,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:41:56,19.44,56.24,50.27,36.56,37.44,6,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:41:57,19.45,56.24,50.27,36.56,37.44,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:41:58,19.45,56.24,50.28,36.55,37.44,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:42:00,19.46,56.24,50.28,36.55,37.43,6.1,1,Filtration,4/17/19,H,Upstream,Deanza
12:42:01,19.46,56.24,50.29,36.55,37.43,6.1,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:42:02,19.47,56.23,50.29,36.55,37.43,6.1,0.9,Filtration,4/17/19,H,Upstream,Deanza
12:42:03,19.47,56.24,50.29,36.55,37.43,6.1,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:04,19.46,56.25,50.3,36.56,37.44,6.1,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:42:05,19.45,56.26,50.29,36.57,37.45,6.1,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:42:06,19.44,56.26,50.29,36.57,37.45,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:42:08,19.43,56.26,50.28,36.57,37.45,6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:09,19.43,56.26,50.27,36.57,37.45,6,0.8,Filtration,4/17/19,H,Upstream,Deanza
12:42:10,19.44,56.25,50.27,36.56,37.44,6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:11,19.44,56.25,50.27,36.56,37.44,6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:12,19.44,56.25,50.27,36.56,37.44,6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:13,19.44,56.25,50.27,36.56,37.44,6,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:14,19.44,56.25,50.27,36.56,37.44,6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:16,19.44,56.24,50.27,36.56,37.44,6,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:17,19.44,56.25,50.27,36.56,37.44,5.9,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:18,19.44,56.25,50.27,36.56,37.44,5.9,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:19,19.44,56.25,50.27,36.56,37.44,5.9,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:20,19.44,56.25,50.27,36.56,37.44,5.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:21,19.44,56.25,50.27,36.56,37.44,5.8,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:22,19.44,56.24,50.27,36.56,37.44,5.8,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:24,19.44,56.25,50.27,36.56,37.44,5.8,0,Filtration,4/17/19,H,Upstream,Deanza
12:42:25,19.44,56.25,50.27,36.56,37.44,5.7,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:26,19.43,56.25,50.27,36.56,37.44,5.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:42:27,19.43,56.25,50.27,36.56,37.44,5.7,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:28,19.43,56.25,50.26,36.56,37.44,5.7,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:29,19.42,56.25,50.26,36.56,37.44,5.6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:30,19.42,56.25,50.26,36.56,37.45,5.6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:32,19.41,56.25,50.25,36.56,37.45,5.6,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:33,19.41,56.25,50.24,36.56,37.44,5.5,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:34,19.41,56.25,50.24,36.56,37.44,5.5,0.6,Filtration,4/17/19,H,Upstream,Deanza
12:42:35,19.41,56.24,50.24,36.56,37.44,5.4,0.5,Filtration,4/17/19,H,Upstream,Deanza
12:42:36,19.41,56.24,50.24,36.56,37.44,5.4,0.7,Filtration,4/17/19,H,Upstream,Deanza
12:42:37,19.41,56.24,50.24,36.55,37.43,5.5,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:38,19.41,56.24,50.24,36.55,37.43,5.5,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:40,19.42,56.24,50.24,36.55,37.43,5.4,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:41,19.42,56.23,50.24,36.55,37.43,5.4,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:42,19.42,56.24,50.25,36.55,37.43,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:43,19.42,56.24,50.25,36.55,37.43,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:44,19.42,56.24,50.25,36.56,37.44,5.4,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:45,19.41,56.25,50.24,36.56,37.44,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:46,19.41,56.25,50.24,36.56,37.44,5.3,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:42:48,19.4,56.25,50.23,36.56,37.44,5.3,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:42:49,19.4,56.24,50.22,36.56,37.44,5.2,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:50,19.39,56.24,50.22,36.56,37.44,5.2,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:51,19.39,56.24,50.22,36.56,37.44,5.1,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:52,19.39,56.24,50.22,36.56,37.44,5.1,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:53,19.39,56.24,50.21,36.55,37.43,5.1,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:42:54,19.39,56.24,50.21,36.55,37.43,5.1,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:56,19.4,56.24,50.22,36.55,37.43,5,0,Filtration,4/17/19,H,Upstream,Deanza
12:42:57,19.4,56.23,50.22,36.55,37.43,5,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:42:58,19.4,56.23,50.22,36.55,37.43,5,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:42:59,19.4,56.23,50.22,36.55,37.43,5,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:00,19.41,56.23,50.23,36.55,37.43,5,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:01,19.41,56.23,50.23,36.55,37.43,5,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:02,19.42,56.23,50.23,36.55,37.43,5,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:04,19.42,56.23,50.24,36.55,37.43,5,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:05,19.42,56.23,50.24,36.55,37.43,4.9,0,Filtration,4/17/19,H,Upstream,Deanza
12:43:06,19.42,56.24,50.24,36.55,37.43,4.9,0,Filtration,4/17/19,H,Upstream,Deanza
12:43:07,19.42,56.24,50.24,36.55,37.43,4.8,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:08,19.42,56.24,50.24,36.55,37.43,4.8,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:09,19.42,56.24,50.24,36.55,37.43,4.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:10,19.42,56.24,50.25,36.55,37.43,4.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:12,19.42,56.24,50.25,36.55,37.43,4.8,0,Filtration,4/17/19,H,Upstream,Deanza
12:43:13,19.42,56.24,50.25,36.55,37.43,4.8,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:14,19.42,56.24,50.25,36.55,37.44,4.8,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:15,19.42,56.24,50.25,36.55,37.43,4.8,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:16,19.42,56.24,50.24,36.55,37.43,4.7,-0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:17,19.42,56.24,50.24,36.56,37.44,4.7,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:43:18,19.42,56.24,50.24,36.56,37.44,4.7,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:20,19.41,56.24,50.24,36.56,37.44,4.7,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:21,19.42,56.23,50.24,36.55,37.43,4.8,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:22,19.42,56.23,50.24,36.55,37.43,4.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:23,19.42,56.23,50.24,36.55,37.43,4.8,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:43:24,19.42,56.23,50.24,36.55,37.43,4.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:25,19.42,56.24,50.24,36.55,37.43,4.7,0.4,Filtration,4/17/19,H,Upstream,Deanza
12:43:26,19.42,56.24,50.24,36.55,37.43,4.7,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:28,19.42,56.24,50.24,36.55,37.43,4.7,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:29,19.43,56.23,50.24,36.55,37.43,4.7,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:30,19.43,56.23,50.25,36.55,37.43,4.7,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:31,19.43,56.23,50.25,36.55,37.43,4.7,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:32,19.43,56.23,50.25,36.55,37.43,4.6,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:33,19.43,56.23,50.25,36.55,37.43,4.7,0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:34,19.43,56.23,50.25,36.55,37.43,4.6,0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:36,19.43,56.24,50.25,36.56,37.44,4.6,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:37,19.42,56.24,50.25,36.56,37.44,4.6,0,Filtration,4/17/19,H,Upstream,Deanza
12:43:38,19.42,56.24,50.24,36.56,37.44,4.6,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:39,19.41,56.24,50.24,36.56,37.44,4.5,0.1,Filtration,4/17/19,H,Upstream,Deanza
12:43:40,19.41,56.24,50.24,36.55,37.44,4.5,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:41,19.41,56.24,50.23,36.55,37.43,4.5,-0.5,Filtration,4/17/19,H,Upstream,Deanza
12:43:42,19.41,56.23,50.23,36.55,37.43,4.5,-0.5,Filtration,4/17/19,H,Upstream,Deanza
12:43:44,19.42,56.23,50.23,36.55,37.43,4.5,-0.5,Filtration,4/17/19,H,Upstream,Deanza
12:43:45,19.42,56.22,50.24,36.55,37.42,4.5,-0.4,Filtration,4/17/19,H,Upstream,Deanza
12:43:46,19.43,56.23,50.24,36.55,37.43,4.6,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:47,19.43,56.23,50.24,36.55,37.43,4.6,-0.3,Filtration,4/17/19,H,Upstream,Deanza
12:43:48,19.42,56.23,50.24,36.55,37.43,4.6,-0.2,Filtration,4/17/19,H,Upstream,Deanza
12:43:49,19.42,56.23,50.24,36.55,37.43,4.6,0.2,Filtration,4/17/19,H,Upstream,Deanza
