    Time, Temp_C_H_up,SpCond_mS/cm_H_up, Cond_mS/cm_H_up,  TDS_g/L_H_up,   Sal_ppt_H_up,Turbid_NTU_H_up,  Chl_ug/L_H_up,Experiment,    Date,Sonde,Position,Site
12:23:00,18.98,56.15,49.7,36.5,37.37,2.6,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:01,18.98,56.15,49.7,36.5,37.37,2.6,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:02,18.98,56.15,49.69,36.5,37.37,2.6,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:04,18.98,56.14,49.69,36.49,37.36,2.6,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:05,18.98,56.14,49.69,36.49,37.36,2.6,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:06,18.98,56.15,49.69,36.49,37.37,2.6,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:07,18.98,56.15,49.69,36.5,37.37,2.6,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:08,18.98,56.15,49.69,36.5,37.37,2.6,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:09,18.98,56.15,49.69,36.49,37.37,2.6,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:10,18.98,56.15,49.69,36.49,37.37,2.5,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:12,18.98,56.14,49.69,36.49,37.36,2.5,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:13,18.98,56.14,49.69,36.49,37.36,2.5,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:14,18.98,56.14,49.69,36.49,37.36,2.5,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:15,18.98,56.14,49.69,36.49,37.36,2.5,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:16,18.98,56.15,49.69,36.49,37.37,2.5,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:17,18.98,56.15,49.69,36.5,37.37,2.5,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:18,18.98,56.15,49.7,36.5,37.37,2.5,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:20,18.99,56.15,49.7,36.49,37.37,2.4,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:21,18.99,56.14,49.69,36.49,37.36,2.4,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:22,18.99,56.14,49.69,36.49,37.36,2.4,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:23,18.99,56.14,49.69,36.49,37.36,2.4,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:24,18.99,56.14,49.69,36.49,37.36,2.4,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:25,18.99,56.14,49.69,36.49,37.36,2.4,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:26,18.99,56.14,49.69,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:28,18.99,56.14,49.69,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:29,18.99,56.14,49.7,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:30,18.99,56.15,49.7,36.5,37.37,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:31,18.99,56.15,49.7,36.5,37.37,2.3,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:32,18.99,56.15,49.71,36.5,37.37,2.4,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:33,18.99,56.15,49.71,36.49,37.37,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:34,18.99,56.15,49.71,36.49,37.37,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:36,19,56.15,49.71,36.5,37.37,2.4,0.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:37,19,56.15,49.71,36.5,37.37,2.4,0.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:38,19,56.15,49.71,36.5,37.37,2.4,0.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:39,19,56.15,49.71,36.5,37.37,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:40,19,56.14,49.71,36.49,37.36,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:41,19,56.14,49.71,36.49,37.36,2.4,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:42,19,56.14,49.7,36.49,37.36,2.4,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:44,19,56.13,49.7,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:45,18.99,56.14,49.7,36.49,37.36,2.3,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:46,18.99,56.14,49.7,36.49,37.36,2.3,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:47,18.99,56.14,49.7,36.49,37.36,2.3,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:48,18.99,56.13,49.7,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:49,18.99,56.13,49.69,36.49,37.35,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:50,18.99,56.13,49.69,36.49,37.36,2.3,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:52,18.99,56.13,49.69,36.49,37.36,2.3,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:53,18.99,56.13,49.69,36.49,37.35,2.3,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:54,18.99,56.14,49.69,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:55,18.99,56.14,49.69,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:56,18.99,56.14,49.7,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:57,18.99,56.14,49.7,36.49,37.36,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:23:58,18.99,56.13,49.7,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:00,18.99,56.13,49.69,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:01,18.99,56.13,49.69,36.48,37.35,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:02,18.99,56.13,49.69,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:03,18.99,56.13,49.69,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:04,18.99,56.13,49.69,36.49,37.36,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:05,18.99,56.13,49.7,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:06,18.99,56.13,49.7,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:08,19,56.13,49.7,36.49,37.36,2.2,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:09,19,56.13,49.7,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:10,19,56.14,49.7,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:11,19,56.14,49.7,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:12,19,56.14,49.7,36.49,37.36,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:13,19,56.14,49.71,36.49,37.36,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:14,19,56.14,49.71,36.49,37.36,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:16,19.01,56.14,49.72,36.49,37.36,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:17,19.01,56.14,49.72,36.49,37.36,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:18,19.01,56.14,49.72,36.49,37.36,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:19,19.01,56.14,49.72,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:20,19.01,56.14,49.72,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:21,19.01,56.14,49.72,36.49,37.36,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:22,19.01,56.13,49.71,36.49,37.36,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:24,19.01,56.13,49.71,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:25,19.01,56.13,49.71,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:26,19.01,56.14,49.71,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:27,19.01,56.14,49.72,36.49,37.36,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:28,19.01,56.14,49.72,36.49,37.36,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:29,19.01,56.13,49.71,36.49,37.36,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:30,19.01,56.13,49.71,36.49,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:32,19.01,56.13,49.71,36.48,37.35,2.1,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:33,19.01,56.13,49.71,36.48,37.35,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:34,19.01,56.13,49.71,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:35,19.01,56.13,49.71,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:36,19.01,56.13,49.71,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:37,19.01,56.13,49.71,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:38,19.01,56.13,49.71,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:40,19.01,56.13,49.71,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:41,19.01,56.13,49.71,36.48,37.35,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:42,19.01,56.13,49.71,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:43,19.01,56.13,49.71,36.48,37.35,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:44,19.01,56.13,49.71,36.49,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:45,19.01,56.13,49.71,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:46,19.01,56.13,49.71,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:48,19.01,56.13,49.72,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:49,19.02,56.13,49.72,36.49,37.36,2.3,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:50,19.02,56.13,49.72,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:51,19.02,56.13,49.72,36.49,37.36,2.3,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:52,19.02,56.13,49.72,36.49,37.36,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:53,19.02,56.14,49.72,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:54,19.02,56.14,49.72,36.49,37.36,2.3,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:56,19.02,56.14,49.73,36.49,37.36,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:57,19.02,56.14,49.73,36.49,37.36,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:58,19.02,56.13,49.73,36.49,37.36,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:24:59,19.02,56.13,49.73,36.49,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:00,19.02,56.13,49.72,36.48,37.35,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:01,19.02,56.13,49.73,36.49,37.36,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:02,19.02,56.13,49.73,36.49,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:04,19.02,56.13,49.72,36.48,37.35,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:05,19.02,56.13,49.72,36.48,37.35,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:06,19.02,56.13,49.72,36.48,37.35,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:07,19.02,56.13,49.72,36.48,37.35,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:08,19.02,56.14,49.73,36.49,37.36,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:09,19.03,56.14,49.73,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:10,19.03,56.14,49.73,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:12,19.03,56.14,49.74,36.49,37.36,2.2,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:13,19.03,56.14,49.74,36.49,37.36,2.2,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:14,19.03,56.13,49.73,36.49,37.35,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:15,19.03,56.13,49.73,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:16,19.03,56.12,49.73,36.48,37.35,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:17,19.03,56.13,49.73,36.48,37.35,2.2,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:18,19.03,56.13,49.73,36.48,37.35,2.2,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:20,19.03,56.13,49.73,36.48,37.35,2.3,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:21,19.03,56.13,49.73,36.48,37.35,2.2,0.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:22,19.03,56.13,49.73,36.48,37.35,2.3,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:23,19.03,56.13,49.73,36.48,37.35,2.3,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:24,19.03,56.13,49.73,36.48,37.35,2.3,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:25,19.03,56.13,49.73,36.49,37.35,2.3,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:26,19.03,56.13,49.73,36.49,37.35,2.3,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:28,19.03,56.13,49.73,36.48,37.35,2.3,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:29,19.03,56.13,49.73,36.48,37.35,2.3,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:30,19.03,56.13,49.73,36.48,37.35,2.3,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:31,19.03,56.13,49.73,36.48,37.35,2.3,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:32,19.04,56.13,49.73,36.48,37.35,2.3,1.7,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:33,19.04,56.13,49.73,36.48,37.35,2.3,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:34,19.04,56.13,49.73,36.48,37.35,2.3,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:36,19.04,56.13,49.74,36.48,37.35,2.3,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:37,19.04,56.13,49.74,36.49,37.36,2.2,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:38,19.04,56.13,49.74,36.49,37.36,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:39,19.04,56.13,49.74,36.49,37.36,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:40,19.04,56.13,49.74,36.49,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:41,19.04,56.13,49.75,36.49,37.36,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:42,19.04,56.14,49.75,36.49,37.36,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:44,19.04,56.13,49.75,36.49,37.36,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:45,19.05,56.13,49.75,36.49,37.36,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:46,19.05,56.13,49.75,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:47,19.05,56.13,49.75,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:48,19.05,56.13,49.75,36.48,37.35,2.2,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:49,19.05,56.13,49.74,36.48,37.35,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:50,19.05,56.13,49.74,36.48,37.35,2.2,1.6,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:52,19.05,56.13,49.75,36.48,37.35,2.2,1.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:53,19.05,56.12,49.74,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:54,19.05,56.12,49.74,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:55,19.05,56.12,49.74,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:56,19.05,56.12,49.74,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:57,19.05,56.13,49.74,36.48,37.35,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:25:58,19.05,56.13,49.74,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:00,19.05,56.12,49.74,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:01,19.05,56.12,49.74,36.48,37.35,2.2,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:02,19.05,56.12,49.75,36.48,37.35,2.2,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:03,19.05,56.12,49.75,36.48,37.35,2.2,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:04,19.05,56.12,49.74,36.48,37.35,2.2,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:05,19.05,56.12,49.75,36.48,37.35,2.2,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:06,19.05,56.12,49.75,36.48,37.35,2.2,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:08,19.05,56.12,49.75,36.48,37.35,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:09,19.05,56.12,49.75,36.48,37.35,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:10,19.05,56.11,49.74,36.47,37.34,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:11,19.05,56.11,49.73,36.47,37.34,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:12,19.05,56.11,49.73,36.47,37.34,2.2,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:13,19.04,56.11,49.73,36.47,37.34,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:14,19.04,56.11,49.73,36.47,37.34,2.2,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:16,19.04,56.11,49.73,36.47,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:17,19.04,56.12,49.73,36.48,37.34,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:18,19.04,56.12,49.74,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:19,19.04,56.12,49.74,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:20,19.05,56.12,49.74,36.48,37.35,2.1,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:21,19.05,56.12,49.74,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:22,19.05,56.12,49.74,36.48,37.34,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:24,19.05,56.11,49.73,36.47,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:25,19.05,56.11,49.73,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:26,19.04,56.11,49.72,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:27,19.04,56.11,49.72,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:28,19.04,56.11,49.72,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:29,19.04,56.11,49.72,36.47,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:30,19.04,56.11,49.73,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:32,19.04,56.12,49.73,36.48,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:33,19.04,56.12,49.73,36.48,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:34,19.04,56.11,49.73,36.47,37.34,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:35,19.04,56.11,49.73,36.47,37.34,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:36,19.04,56.11,49.73,36.47,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:37,19.04,56.12,49.73,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:38,19.04,56.12,49.74,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:40,19.05,56.12,49.74,36.48,37.35,2.1,1.5,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:41,19.05,56.12,49.74,36.48,37.35,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:42,19.05,56.12,49.74,36.48,37.35,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:43,19.05,56.12,49.74,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:44,19.05,56.12,49.74,36.48,37.35,2.2,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:45,19.05,56.12,49.74,36.48,37.35,2.1,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:46,19.05,56.12,49.74,36.48,37.34,2.1,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:48,19.05,56.12,49.74,36.48,37.35,2.1,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:49,19.05,56.12,49.74,36.48,37.35,2.1,0.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:50,19.05,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:51,19.05,56.12,49.75,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:52,19.05,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:53,19.06,56.12,49.75,36.48,37.35,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:54,19.06,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:56,19.06,56.12,49.75,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:57,19.06,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:58,19.06,56.12,49.75,36.48,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:26:59,19.06,56.12,49.75,36.48,37.34,2.1,1.4,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:00,19.06,56.12,49.75,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:01,19.06,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:02,19.06,56.12,49.75,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:04,19.06,56.12,49.75,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:05,19.06,56.12,49.75,36.48,37.35,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:06,19.06,56.12,49.75,36.48,37.35,2.1,1.3,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:07,19.06,56.12,49.76,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:08,19.06,56.12,49.76,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:09,19.06,56.12,49.76,36.48,37.35,2.1,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:10,19.06,56.12,49.76,36.48,37.35,2.1,1.1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:12,19.06,56.12,49.76,36.48,37.35,2.1,1.2,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:13,19.07,56.12,49.76,36.48,37.35,2.1,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:14,19.07,56.12,49.76,36.48,37.35,2.4,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:15,19.07,56.12,49.76,36.48,37.35,2.4,1,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:16,19.07,56.12,49.76,36.48,37.35,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:17,19.07,56.12,49.76,36.48,37.34,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:18,19.07,56.12,49.76,36.48,37.34,2.4,0.8,Side-by-side-before,4/17/19,H,Upstream,Deanza
12:27:20,19.07,56.12,49.76,36.48,37.35,2.4,0.9,Side-by-side-before,4/17/19,H,Upstream,Deanza
