    Time, Temp_C_H,SpCond_mS/cm_H, Cond_mS/cm_H,  TDS_g/L_H,   Sal_ppt_H,Turbid_NTU_H,  Chl_ug/L_H,Experiment,    Date,Sonde,Position,Site
10:16:00,21.14,54.65,50.63,35.53,36.24,1.1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:01,21.14,54.65,50.63,35.53,36.24,1.1,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:02,21.14,54.65,50.63,35.52,36.24,1.1,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:03,21.14,54.65,50.63,35.52,36.24,1.1,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:04,21.14,54.65,50.63,35.52,36.24,1.1,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:05,21.14,54.65,50.63,35.52,36.24,1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:06,21.14,54.65,50.63,35.52,36.24,1.1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:08,21.14,54.65,50.63,35.52,36.24,1,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:09,21.14,54.65,50.63,35.52,36.24,1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:10,21.14,54.65,50.63,35.52,36.24,1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:11,21.14,54.65,50.62,35.52,36.24,1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:12,21.14,54.65,50.62,35.52,36.24,1.1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:13,21.14,54.65,50.62,35.52,36.24,1,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:14,21.14,54.65,50.62,35.52,36.24,1.1,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:16,21.14,54.65,50.62,35.52,36.24,1,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:17,21.14,54.65,50.62,35.52,36.24,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:18,21.14,54.65,50.62,35.52,36.24,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:19,21.14,54.65,50.62,35.52,36.24,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:20,21.14,54.65,50.62,35.52,36.24,1,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:21,21.14,54.65,50.62,35.52,36.24,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:22,21.14,54.65,50.62,35.52,36.24,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:24,21.14,54.65,50.62,35.52,36.24,1,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:25,21.14,54.65,50.62,35.52,36.24,1,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:26,21.14,54.65,50.62,35.52,36.24,1,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:27,21.14,54.65,50.62,35.52,36.24,1,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:28,21.14,54.65,50.62,35.52,36.24,1.2,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:29,21.14,54.65,50.62,35.52,36.24,1.2,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:30,21.14,54.65,50.62,35.52,36.24,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:32,21.14,54.65,50.62,35.52,36.24,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:33,21.14,54.65,50.62,35.52,36.24,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:34,21.14,54.65,50.62,35.52,36.24,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:35,21.14,54.65,50.62,35.52,36.24,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:36,21.14,54.65,50.62,35.52,36.24,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:37,21.14,54.65,50.62,35.52,36.24,1.4,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:38,21.14,54.65,50.62,35.52,36.24,1.4,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:40,21.14,54.65,50.62,35.52,36.24,1.3,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:41,21.14,54.65,50.62,35.52,36.24,1.4,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:42,21.14,54.65,50.62,35.52,36.24,1.4,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:43,21.14,54.65,50.62,35.52,36.24,1.4,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:44,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:45,21.14,54.65,50.62,35.52,36.24,1.3,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:46,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:48,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:49,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:50,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:51,21.14,54.65,50.62,35.52,36.24,1.3,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:52,21.14,54.65,50.62,35.52,36.24,1.3,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:53,21.14,54.65,50.62,35.52,36.24,1.3,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:54,21.14,54.65,50.62,35.52,36.24,1.3,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:56,21.14,54.65,50.62,35.52,36.24,1.3,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:57,21.14,54.65,50.62,35.52,36.24,1.3,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:58,21.14,54.65,50.62,35.52,36.24,1.3,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:16:59,21.14,54.65,50.62,35.52,36.24,1.2,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:00,21.14,54.65,50.62,35.52,36.24,1.2,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:01,21.14,54.65,50.62,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:02,21.14,54.65,50.62,35.52,36.24,1.2,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:04,21.14,54.65,50.62,35.52,36.24,1.2,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:05,21.14,54.65,50.62,35.52,36.24,1.2,4.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:06,21.14,54.65,50.63,35.52,36.24,1.2,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:07,21.14,54.65,50.63,35.52,36.24,1.2,4.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:08,21.14,54.65,50.63,35.52,36.24,1.2,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:09,21.14,54.65,50.63,35.52,36.24,1.2,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:10,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:12,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:13,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:14,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:15,21.14,54.65,50.63,35.52,36.24,1.2,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:16,21.14,54.65,50.63,35.52,36.24,1.2,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:17,21.14,54.65,50.63,35.52,36.24,1.2,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:18,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:20,21.14,54.65,50.63,35.52,36.24,1.2,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:21,21.14,54.65,50.63,35.52,36.24,1.2,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:22,21.14,54.65,50.63,35.52,36.24,1.2,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:23,21.14,54.65,50.63,35.52,36.24,1.2,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:24,21.14,54.65,50.63,35.52,36.24,1.2,3.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:25,21.14,54.65,50.63,35.52,36.24,1.2,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:26,21.14,54.65,50.63,35.52,36.24,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:28,21.15,54.65,50.63,35.53,36.24,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:29,21.15,54.65,50.63,35.53,36.24,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:30,21.15,54.65,50.63,35.52,36.24,1.1,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:31,21.15,54.65,50.64,35.53,36.24,1.1,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:32,21.15,54.65,50.64,35.53,36.24,1.1,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:33,21.15,54.65,50.64,35.52,36.24,1.1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:34,21.15,54.65,50.64,35.53,36.24,1,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:36,21.15,54.65,50.64,35.53,36.24,1,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:37,21.15,54.65,50.64,35.53,36.24,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:38,21.15,54.65,50.64,35.53,36.24,1,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:39,21.15,54.65,50.64,35.53,36.24,1,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:40,21.15,54.65,50.64,35.53,36.24,1,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:41,21.15,54.65,50.64,35.53,36.24,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:42,21.15,54.65,50.64,35.53,36.24,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:44,21.15,54.65,50.64,35.53,36.25,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:45,21.15,54.66,50.64,35.53,36.25,1,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:46,21.15,54.66,50.64,35.53,36.25,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:47,21.15,54.66,50.64,35.53,36.25,1,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:48,21.15,54.66,50.64,35.53,36.25,1,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:49,21.15,54.66,50.64,35.53,36.25,1,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:50,21.15,54.66,50.64,35.53,36.25,1,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:52,21.15,54.66,50.64,35.53,36.25,0.9,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:53,21.15,54.66,50.64,35.53,36.25,0.9,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:54,21.15,54.66,50.64,35.53,36.25,0.9,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:55,21.15,54.66,50.64,35.53,36.25,0.9,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:56,21.15,54.66,50.64,35.53,36.25,0.9,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:57,21.15,54.66,50.64,35.53,36.25,0.9,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:17:58,21.15,54.66,50.64,35.53,36.25,0.9,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:00,21.15,54.66,50.64,35.53,36.25,0.9,4.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:01,21.15,54.66,50.64,35.53,36.25,0.9,4.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:02,21.15,54.66,50.64,35.53,36.25,0.9,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:03,21.15,54.66,50.64,35.53,36.25,0.9,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:04,21.15,54.66,50.64,35.53,36.25,0.9,3.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:05,21.15,54.66,50.64,35.53,36.25,0.9,4.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:06,21.15,54.66,50.64,35.53,36.25,0.9,4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:08,21.15,54.66,50.64,35.53,36.25,0.9,3.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:09,21.15,54.66,50.64,35.53,36.25,0.9,3.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:10,21.15,54.66,50.64,35.53,36.25,0.9,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:11,21.15,54.66,50.64,35.53,36.25,0.9,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:12,21.15,54.66,50.64,35.53,36.25,0.9,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:13,21.15,54.66,50.64,35.53,36.25,0.9,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:14,21.15,54.66,50.64,35.53,36.25,0.9,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:16,21.15,54.66,50.64,35.53,36.25,0.9,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:17,21.15,54.66,50.64,35.53,36.25,0.9,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:18,21.15,54.66,50.64,35.53,36.25,1,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:19,21.15,54.66,50.64,35.53,36.25,1,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:20,21.15,54.66,50.64,35.53,36.25,1,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:21,21.15,54.66,50.64,35.53,36.25,0.9,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:22,21.15,54.66,50.64,35.53,36.25,0.9,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:24,21.15,54.66,50.64,35.53,36.25,1.3,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:25,21.14,54.66,50.64,35.53,36.25,1.3,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:26,21.14,54.66,50.64,35.53,36.25,1.3,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:27,21.14,54.66,50.64,35.53,36.25,1.3,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:28,21.14,54.67,50.64,35.53,36.25,1.3,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:29,21.14,54.67,50.64,35.53,36.25,1.2,3.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:30,21.14,54.67,50.64,35.53,36.25,1.2,3.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:32,21.14,54.67,50.64,35.53,36.25,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:33,21.14,54.67,50.64,35.53,36.25,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:34,21.14,54.67,50.64,35.53,36.25,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:35,21.14,54.67,50.64,35.53,36.25,1.2,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:36,21.14,54.67,50.64,35.53,36.25,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:37,21.14,54.67,50.64,35.53,36.25,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:38,21.14,54.67,50.64,35.53,36.25,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:40,21.14,54.67,50.64,35.53,36.26,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:41,21.14,54.67,50.64,35.54,36.26,1.3,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:42,21.14,54.67,50.64,35.54,36.26,1.3,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:43,21.14,54.67,50.64,35.53,36.26,1.3,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:44,21.14,54.67,50.64,35.54,36.26,1.4,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:45,21.14,54.67,50.64,35.54,36.26,1.3,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:46,21.14,54.67,50.64,35.54,36.26,1.3,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:48,21.14,54.67,50.64,35.54,36.26,1.3,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:49,21.14,54.67,50.64,35.54,36.26,1.3,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:50,21.14,54.67,50.64,35.54,36.26,1.3,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:51,21.14,54.67,50.64,35.54,36.26,1.3,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:52,21.14,54.67,50.64,35.54,36.26,1.3,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:53,21.14,54.67,50.64,35.54,36.26,1.3,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:54,21.14,54.67,50.64,35.54,36.26,1.3,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:56,21.14,54.67,50.64,35.54,36.26,1.2,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:57,21.14,54.67,50.64,35.54,36.26,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:58,21.14,54.67,50.64,35.54,36.26,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:18:59,21.14,54.67,50.64,35.54,36.26,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:00,21.14,54.67,50.64,35.54,36.26,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:01,21.14,54.67,50.64,35.54,36.26,1.2,3.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:02,21.14,54.67,50.64,35.54,36.26,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:04,21.14,54.67,50.64,35.54,36.26,1.2,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:05,21.14,54.67,50.64,35.54,36.26,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:06,21.14,54.67,50.64,35.54,36.26,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:07,21.14,54.67,50.64,35.54,36.26,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:08,21.14,54.67,50.64,35.54,36.26,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:09,21.14,54.67,50.65,35.54,36.26,1.2,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:10,21.14,54.67,50.65,35.54,36.26,1.2,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:12,21.14,54.67,50.65,35.54,36.26,1.3,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:13,21.14,54.67,50.65,35.54,36.26,1.3,2.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:14,21.14,54.68,50.65,35.54,36.26,1.3,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:15,21.14,54.68,50.65,35.54,36.26,1.2,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:16,21.14,54.68,50.65,35.54,36.26,1.3,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:17,21.14,54.68,50.65,35.54,36.26,1.3,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:18,21.14,54.68,50.65,35.54,36.26,1.2,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:20,21.14,54.68,50.65,35.54,36.26,1.3,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:21,21.14,54.68,50.65,35.54,36.26,1.3,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:22,21.14,54.68,50.65,35.54,36.26,1.3,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:23,21.14,54.68,50.65,35.54,36.26,1.3,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:24,21.14,54.68,50.65,35.54,36.26,1.3,2.7,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:25,21.14,54.68,50.65,35.54,36.26,1.4,2.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:26,21.14,54.68,50.65,35.54,36.26,1.4,2.5,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:28,21.14,54.68,50.64,35.54,36.26,1.4,2.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:29,21.14,54.68,50.64,35.54,36.26,1.4,2.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:30,21.14,54.68,50.64,35.54,36.26,1.4,2.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:31,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:32,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:33,21.14,54.68,50.64,35.54,36.26,1.4,2.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:34,21.14,54.68,50.64,35.54,36.26,1.4,2.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:36,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:37,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:38,21.14,54.68,50.64,35.54,36.26,1.4,2.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:39,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:40,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:41,21.14,54.68,50.64,35.54,36.26,1.4,2.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:42,21.14,54.68,50.64,35.54,36.26,1.4,2.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:44,21.14,54.68,50.64,35.54,36.26,1.4,2.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:45,21.14,54.68,50.64,35.54,36.26,1.4,2.3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:46,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:47,21.14,54.68,50.64,35.54,36.26,1.4,2.4,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:48,21.14,54.68,50.64,35.54,36.26,1.4,2.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:49,21.14,54.68,50.64,35.54,36.26,1.4,2.6,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:50,21.14,54.68,50.64,35.54,36.26,1.5,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:52,21.14,54.68,50.65,35.54,36.26,1.5,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:53,21.14,54.68,50.65,35.54,36.26,1.5,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:54,21.14,54.68,50.65,35.54,36.26,1.4,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:55,21.14,54.68,50.65,35.54,36.26,1.4,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:56,21.14,54.68,50.65,35.54,36.26,1.4,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:57,21.14,54.68,50.65,35.54,36.26,1.4,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:19:58,21.14,54.68,50.65,35.54,36.26,1.4,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:00,21.14,54.68,50.65,35.54,36.26,1.4,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:01,21.14,54.68,50.65,35.54,36.26,1.4,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:02,21.14,54.68,50.65,35.54,36.27,1.5,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:03,21.14,54.68,50.65,35.54,36.26,1.5,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:04,21.14,54.68,50.65,35.54,36.26,1.5,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:05,21.14,54.68,50.65,35.54,36.26,1.5,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:06,21.14,54.68,50.65,35.54,36.26,1.5,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:08,21.14,54.68,50.65,35.54,36.27,1.5,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:09,21.14,54.68,50.65,35.54,36.27,1.7,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:10,21.14,54.68,50.65,35.54,36.27,1.7,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:11,21.14,54.68,50.65,35.54,36.27,1.7,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:12,21.14,54.68,50.65,35.54,36.27,1.7,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:13,21.14,54.68,50.65,35.54,36.27,1.6,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:14,21.14,54.68,50.65,35.54,36.27,1.6,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:16,21.14,54.68,50.65,35.54,36.27,1.6,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:17,21.14,54.68,50.65,35.54,36.26,1.6,3.2,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:18,21.14,54.68,50.65,35.54,36.26,1.5,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:19,21.14,54.68,50.65,35.54,36.26,1.5,3,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:20,21.14,54.68,50.65,35.54,36.26,1.5,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:21,21.14,54.68,50.65,35.54,36.26,1.5,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:22,21.15,54.68,50.65,35.54,36.26,1.5,2.8,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:24,21.15,54.68,50.65,35.54,36.26,1.5,2.9,Side-by-side-before,10/17/18,H,upstream,San Diego
10:20:25,21.15,54.68,50.66,35.54,36.26,1.5,3.1,Side-by-side-before,10/17/18,H,upstream,San Diego
