    Time, Temp,SpCond, Cond,  TDS,   Sal,Turbid+,  Chl,Experiment,    Date,Sonde,Position,Site
8:53:22,16.4,55.75,46.59,36.24,37.04,56.4,14.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:23,16.42,55.72,46.59,36.22,37.02,53.2,13.2,Filtration,5/18/19,G,Down,Morro Bay
8:53:24,16.43,55.71,46.59,36.21,37.01,52.6,12.7,Filtration,5/18/19,G,Down,Morro Bay
8:53:25,16.44,55.7,46.6,36.21,37,50,11.9,Filtration,5/18/19,G,Down,Morro Bay
8:53:26,16.45,55.69,46.6,36.2,37,49.1,11.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:27,16.46,55.69,46.6,36.2,37,46.3,10.7,Filtration,5/18/19,G,Down,Morro Bay
8:53:28,16.46,55.69,46.6,36.2,36.99,45.6,10.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:29,16.47,55.68,46.6,36.19,36.99,46.2,9.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:30,16.47,55.68,46.61,36.19,36.99,46.2,9,Filtration,5/18/19,G,Down,Morro Bay
8:53:31,16.47,55.68,46.61,36.19,36.99,45.5,8.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:32,16.48,55.67,46.61,36.19,36.99,45.4,8.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:33,16.48,55.67,46.61,36.19,36.98,44.3,7.7,Filtration,5/18/19,G,Down,Morro Bay
8:53:34,16.48,55.67,46.61,36.19,36.98,44,7.8,Filtration,5/18/19,G,Down,Morro Bay
8:53:35,16.48,55.67,46.61,36.18,36.98,43.4,7.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:36,16.49,55.67,46.61,36.18,36.98,43.4,7.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:37,16.49,55.67,46.62,36.18,36.98,43.5,7.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:38,16.49,55.67,46.62,36.18,36.98,43.8,7.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:39,16.49,55.67,46.62,36.18,36.98,44.2,7,Filtration,5/18/19,G,Down,Morro Bay
8:53:40,16.49,55.67,46.62,36.18,36.98,44.3,6.9,Filtration,5/18/19,G,Down,Morro Bay
8:53:41,16.49,55.66,46.62,36.18,36.98,44.9,6.9,Filtration,5/18/19,G,Down,Morro Bay
8:53:42,16.49,55.66,46.62,36.18,36.98,45.2,7,Filtration,5/18/19,G,Down,Morro Bay
8:53:43,16.49,55.66,46.62,36.18,36.98,46,7.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:44,16.5,55.66,46.62,36.18,36.98,46.2,7.5,Filtration,5/18/19,G,Down,Morro Bay
8:53:45,16.5,55.66,46.62,36.18,36.98,47.2,7.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:46,16.5,55.67,46.62,36.18,36.98,47.4,7.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:47,16.5,55.67,46.63,36.18,36.98,48.4,7.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:48,16.5,55.67,46.63,36.18,36.98,48.8,7.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:49,16.5,55.67,46.63,36.18,36.98,49.9,7.1,Filtration,5/18/19,G,Down,Morro Bay
8:53:50,16.5,55.67,46.63,36.18,36.98,50.2,6.9,Filtration,5/18/19,G,Down,Morro Bay
8:53:51,16.49,55.67,46.63,36.18,36.98,50.9,7.1,Filtration,5/18/19,G,Down,Morro Bay
8:53:52,16.49,55.67,46.63,36.18,36.98,51.1,7,Filtration,5/18/19,G,Down,Morro Bay
8:53:53,16.49,55.67,46.63,36.19,36.98,51.5,6.8,Filtration,5/18/19,G,Down,Morro Bay
8:53:54,16.49,55.67,46.63,36.19,36.98,51.5,7,Filtration,5/18/19,G,Down,Morro Bay
8:53:55,16.49,55.67,46.62,36.19,36.98,51.3,6.7,Filtration,5/18/19,G,Down,Morro Bay
8:53:56,16.49,55.67,46.62,36.19,36.98,51.3,6.6,Filtration,5/18/19,G,Down,Morro Bay
8:53:57,16.49,55.67,46.62,36.19,36.98,51.1,6.4,Filtration,5/18/19,G,Down,Morro Bay
8:53:58,16.49,55.67,46.62,36.19,36.98,51.1,6.3,Filtration,5/18/19,G,Down,Morro Bay
8:53:59,16.49,55.67,46.62,36.19,36.98,50.7,6,Filtration,5/18/19,G,Down,Morro Bay
8:54:00,16.49,55.67,46.62,36.19,36.98,50.6,6,Filtration,5/18/19,G,Down,Morro Bay
8:54:01,16.48,55.68,46.62,36.19,36.99,50.1,5.9,Filtration,5/18/19,G,Down,Morro Bay
8:54:02,16.48,55.68,46.62,36.19,36.99,50,5.9,Filtration,5/18/19,G,Down,Morro Bay
8:54:03,16.48,55.68,46.62,36.19,36.99,49,5.5,Filtration,5/18/19,G,Down,Morro Bay
8:54:04,16.48,55.68,46.62,36.19,36.99,48.6,5.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:05,16.48,55.68,46.62,36.19,36.99,47.8,5.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:06,16.48,55.68,46.62,36.19,36.99,47.5,5,Filtration,5/18/19,G,Down,Morro Bay
8:54:07,16.47,55.68,46.61,36.19,36.99,46.8,4.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:08,16.47,55.68,46.61,36.19,36.99,46.7,4.9,Filtration,5/18/19,G,Down,Morro Bay
8:54:09,16.47,55.69,46.61,36.2,36.99,46.1,4.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:10,16.47,55.69,46.61,36.2,36.99,45.7,4.6,Filtration,5/18/19,G,Down,Morro Bay
8:54:11,16.47,55.69,46.61,36.2,37,44.8,4.6,Filtration,5/18/19,G,Down,Morro Bay
8:54:12,16.47,55.69,46.61,36.2,37,44.8,4.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:13,16.46,55.7,46.61,36.21,37,43.9,4.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:14,16.46,55.7,46.61,36.21,37.01,43.6,4.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:15,16.45,55.71,46.61,36.21,37.01,42.7,4.2,Filtration,5/18/19,G,Down,Morro Bay
8:54:16,16.45,55.71,46.61,36.21,37.01,42.4,4.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:17,16.44,55.71,46.61,36.21,37.01,41.6,4.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:18,16.44,55.71,46.61,36.21,37.01,41.3,4.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:19,16.44,55.72,46.61,36.22,37.02,40.4,4.2,Filtration,5/18/19,G,Down,Morro Bay
8:54:20,16.44,55.72,46.6,36.22,37.02,40.2,4.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:21,16.44,55.72,46.6,36.22,37.02,39.1,3.8,Filtration,5/18/19,G,Down,Morro Bay
8:54:22,16.44,55.72,46.6,36.21,37.01,38.8,3.6,Filtration,5/18/19,G,Down,Morro Bay
8:54:23,16.43,55.72,46.6,36.21,37.01,37.9,3.5,Filtration,5/18/19,G,Down,Morro Bay
8:54:24,16.43,55.72,46.6,36.22,37.02,37.6,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:25,16.43,55.72,46.6,36.22,37.02,36.9,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:26,16.43,55.72,46.6,36.22,37.02,36.7,3.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:27,16.43,55.72,46.59,36.22,37.02,35.9,3.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:28,16.43,55.72,46.59,36.21,37.01,35.7,3.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:29,16.43,55.71,46.59,36.21,37.01,34.7,3.6,Filtration,5/18/19,G,Down,Morro Bay
8:54:30,16.42,55.71,46.59,36.21,37.01,34.4,3.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:31,16.42,55.71,46.59,36.21,37.01,33.6,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:32,16.42,55.71,46.58,36.21,37.01,33.3,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:33,16.42,55.71,46.58,36.21,37.01,32.8,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:34,16.42,55.71,46.58,36.21,37.01,32.6,3.3,Filtration,5/18/19,G,Down,Morro Bay
8:54:35,16.42,55.71,46.58,36.21,37.01,31.9,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:36,16.42,55.71,46.58,36.21,37.01,31.6,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:54:37,16.41,55.71,46.58,36.21,37.01,30.9,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:38,16.41,55.71,46.58,36.21,37.01,30.7,3,Filtration,5/18/19,G,Down,Morro Bay
8:54:39,16.41,55.72,46.58,36.22,37.02,30,3,Filtration,5/18/19,G,Down,Morro Bay
8:54:40,16.41,55.72,46.58,36.21,37.01,29.7,3,Filtration,5/18/19,G,Down,Morro Bay
8:54:41,16.41,55.72,46.57,36.22,37.02,29.1,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:42,16.41,55.72,46.57,36.22,37.02,28.9,3.3,Filtration,5/18/19,G,Down,Morro Bay
8:54:43,16.41,55.72,46.57,36.22,37.02,28.3,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:44,16.41,55.72,46.57,36.22,37.02,28.3,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:45,16.4,55.72,46.57,36.22,37.02,28,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:46,16.4,55.72,46.57,36.22,37.02,27.8,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:47,16.4,55.73,46.57,36.22,37.02,27.2,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:54:48,16.4,55.73,46.57,36.22,37.02,27.1,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:54:49,16.4,55.73,46.57,36.22,37.02,26.6,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:50,16.4,55.73,46.57,36.22,37.02,26.4,3.3,Filtration,5/18/19,G,Down,Morro Bay
8:54:51,16.4,55.73,46.57,36.22,37.03,26,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:52,16.4,55.73,46.57,36.22,37.02,25.9,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:54:53,16.4,55.73,46.57,36.22,37.03,25.4,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:54:54,16.4,55.73,46.57,36.22,37.03,25.2,3,Filtration,5/18/19,G,Down,Morro Bay
8:54:55,16.4,55.73,46.57,36.22,37.02,24.8,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:54:56,16.4,55.73,46.57,36.22,37.02,24.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:54:57,16.4,55.73,46.57,36.22,37.02,24.3,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:54:58,16.4,55.73,46.57,36.22,37.02,24.2,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:54:59,16.39,55.72,46.57,36.22,37.02,23.9,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:55:00,16.39,55.72,46.56,36.22,37.02,23.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:01,16.39,55.72,46.56,36.22,37.02,23.4,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:55:02,16.39,55.73,46.56,36.22,37.02,23.3,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:55:03,16.39,55.73,46.56,36.22,37.02,23,3,Filtration,5/18/19,G,Down,Morro Bay
8:55:04,16.39,55.73,46.56,36.22,37.02,22.8,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:05,16.39,55.73,46.56,36.22,37.02,22.5,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:06,16.39,55.73,46.56,36.22,37.02,22.4,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:07,16.39,55.73,46.56,36.23,37.03,22,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:08,16.39,55.73,46.56,36.23,37.03,22,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:09,16.39,55.73,46.56,36.23,37.03,21.8,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:55:10,16.39,55.73,46.56,36.23,37.03,21.7,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:11,16.39,55.73,46.56,36.22,37.02,21.4,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:55:12,16.39,55.73,46.56,36.22,37.02,21.3,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:13,16.38,55.73,46.56,36.22,37.02,21,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:14,16.38,55.73,46.56,36.22,37.02,20.9,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:55:15,16.38,55.73,46.55,36.22,37.02,20.6,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:16,16.38,55.73,46.55,36.22,37.02,20.6,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:17,16.38,55.73,46.55,36.22,37.02,20.4,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:18,16.38,55.73,46.55,36.22,37.02,20.3,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:19,16.38,55.73,46.55,36.22,37.02,20.1,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:55:20,16.38,55.72,46.55,36.22,37.02,20,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:55:21,16.38,55.72,46.55,36.22,37.02,19.8,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:22,16.38,55.72,46.55,36.22,37.02,19.8,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:23,16.38,55.73,46.55,36.22,37.02,19.5,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:24,16.38,55.73,46.55,36.22,37.02,19.5,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:25,16.38,55.72,46.55,36.22,37.02,19.4,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:26,16.38,55.72,46.55,36.22,37.02,19.3,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:55:27,16.38,55.72,46.55,36.22,37.02,19.1,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:28,16.38,55.73,46.55,36.22,37.02,19,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:29,16.38,55.73,46.55,36.22,37.02,18.8,1.9,Filtration,5/18/19,G,Down,Morro Bay
8:55:30,16.38,55.73,46.55,36.22,37.02,18.7,1.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:31,16.37,55.73,46.55,36.22,37.02,18.4,1.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:32,16.37,55.73,46.55,36.22,37.02,18.4,1.8,Filtration,5/18/19,G,Down,Morro Bay
8:55:33,16.37,55.73,46.55,36.23,37.03,18.3,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:34,16.37,55.73,46.55,36.23,37.03,18.3,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:35,16.37,55.73,46.55,36.23,37.03,18.1,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:36,16.37,55.73,46.55,36.23,37.03,18.1,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:37,16.37,55.73,46.55,36.23,37.03,17.8,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:38,16.37,55.73,46.55,36.23,37.03,17.8,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:39,16.37,55.73,46.55,36.23,37.03,17.6,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:55:40,16.37,55.73,46.55,36.22,37.02,17.5,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:41,16.37,55.73,46.55,36.22,37.02,17.4,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:42,16.37,55.73,46.55,36.22,37.02,17.4,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:43,16.37,55.73,46.54,36.22,37.02,17.3,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:44,16.37,55.73,46.54,36.22,37.02,17.2,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:45,16.37,55.73,46.54,36.22,37.02,17.1,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:46,16.37,55.73,46.54,36.22,37.02,17,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:47,16.37,55.73,46.54,36.23,37.03,16.9,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:48,16.37,55.73,46.54,36.23,37.03,16.8,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:49,16.37,55.73,46.54,36.23,37.03,16.7,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:50,16.37,55.74,46.55,36.23,37.03,16.6,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:51,16.37,55.73,46.54,36.23,37.03,16.6,2.1,Filtration,5/18/19,G,Down,Morro Bay
8:55:52,16.37,55.74,46.54,36.23,37.03,16.5,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:53,16.37,55.73,46.54,36.23,37.03,16.4,1.9,Filtration,5/18/19,G,Down,Morro Bay
8:55:54,16.37,55.74,46.54,36.23,37.03,16.4,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:55,16.37,55.74,46.54,36.23,37.03,16.2,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:56,16.36,55.74,46.54,36.23,37.03,16.2,2,Filtration,5/18/19,G,Down,Morro Bay
8:55:57,16.36,55.74,46.54,36.23,37.03,16.1,1.9,Filtration,5/18/19,G,Down,Morro Bay
8:55:58,16.36,55.74,46.54,36.23,37.03,16.1,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:55:59,16.36,55.74,46.54,36.23,37.03,15.9,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:00,16.36,55.74,46.54,36.23,37.03,15.9,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:01,16.36,55.74,46.54,36.23,37.03,15.8,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:02,16.36,55.74,46.54,36.23,37.03,15.7,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:03,16.36,55.74,46.54,36.23,37.03,15.6,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:04,16.36,55.74,46.54,36.23,37.03,15.5,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:05,16.36,55.74,46.54,36.23,37.03,15.4,2.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:06,16.36,55.74,46.54,36.23,37.03,15.5,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:07,16.36,55.74,46.54,36.23,37.03,15.3,2.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:08,16.36,55.74,46.54,36.23,37.03,15.3,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:56:09,16.36,55.74,46.54,36.23,37.03,15.1,2.4,Filtration,5/18/19,G,Down,Morro Bay
8:56:10,16.36,55.74,46.54,36.23,37.03,15.1,2.5,Filtration,5/18/19,G,Down,Morro Bay
8:56:11,16.36,55.74,46.54,36.23,37.03,15,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:12,16.36,55.74,46.54,36.23,37.03,15,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:13,16.36,55.74,46.54,36.23,37.03,14.9,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:14,16.36,55.74,46.54,36.23,37.03,14.8,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:15,16.36,55.74,46.54,36.23,37.03,14.8,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:16,16.36,55.74,46.54,36.23,37.03,14.7,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:17,16.36,55.74,46.54,36.23,37.03,14.7,3.4,Filtration,5/18/19,G,Down,Morro Bay
8:56:18,16.36,55.74,46.54,36.23,37.03,14.6,3.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:19,16.36,55.74,46.53,36.23,37.03,14.5,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:20,16.35,55.74,46.53,36.23,37.03,14.5,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:21,16.35,55.74,46.53,36.23,37.03,14.4,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:22,16.35,55.74,46.53,36.23,37.03,14.4,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:23,16.35,55.74,46.53,36.23,37.03,14.2,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:24,16.35,55.74,46.53,36.23,37.03,14.2,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:25,16.35,55.74,46.53,36.23,37.03,14.2,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:26,16.35,55.74,46.53,36.23,37.03,14.2,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:27,16.35,55.74,46.53,36.23,37.03,14.1,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:28,16.35,55.74,46.53,36.23,37.03,14.1,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:29,16.35,55.75,46.53,36.24,37.04,14.1,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:30,16.35,55.75,46.53,36.24,37.04,14,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:31,16.35,55.75,46.53,36.24,37.04,14,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:32,16.35,55.75,46.53,36.24,37.04,13.9,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:33,16.35,55.75,46.53,36.24,37.04,13.9,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:34,16.35,55.75,46.53,36.24,37.04,13.9,3.2,Filtration,5/18/19,G,Down,Morro Bay
8:56:35,16.35,55.75,46.53,36.24,37.04,13.8,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:36,16.35,55.75,46.53,36.24,37.04,13.8,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:37,16.35,55.75,46.53,36.24,37.04,13.7,3.3,Filtration,5/18/19,G,Down,Morro Bay
8:56:38,16.35,55.75,46.53,36.24,37.04,13.7,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:39,16.34,55.75,46.53,36.23,37.04,13.7,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:56:40,16.34,55.75,46.53,36.23,37.04,13.7,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:41,16.34,55.75,46.53,36.24,37.04,13.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:42,16.34,55.75,46.53,36.24,37.04,13.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:43,16.34,55.75,46.53,36.24,37.04,13.7,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:56:44,16.34,55.75,46.53,36.24,37.04,13.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:45,16.34,55.75,46.53,36.24,37.04,13.6,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:56:46,16.34,55.75,46.53,36.24,37.04,13.6,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:47,16.34,55.75,46.53,36.24,37.04,13.5,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:48,16.34,55.75,46.53,36.24,37.04,13.6,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:49,16.34,55.75,46.53,36.24,37.04,13.6,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:50,16.34,55.75,46.52,36.23,37.04,13.6,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:56:51,16.34,55.75,46.52,36.24,37.04,13.4,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:52,16.34,55.75,46.52,36.24,37.04,13.4,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:53,16.34,55.75,46.52,36.24,37.04,13.4,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:54,16.34,55.75,46.52,36.23,37.04,13.4,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:55,16.34,55.75,46.52,36.23,37.04,13.4,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:56,16.34,55.75,46.52,36.24,37.04,13.3,3,Filtration,5/18/19,G,Down,Morro Bay
8:56:57,16.34,55.75,46.52,36.24,37.04,13.3,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:58,16.34,55.75,46.52,36.24,37.04,13.4,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:56:59,16.34,55.75,46.52,36.24,37.04,13.4,3,Filtration,5/18/19,G,Down,Morro Bay
8:57:00,16.34,55.75,46.52,36.24,37.04,13.4,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:01,16.33,55.75,46.52,36.24,37.04,13.3,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:02,16.33,55.75,46.52,36.24,37.04,13.3,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:03,16.33,55.75,46.52,36.24,37.04,13.3,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:04,16.33,55.75,46.52,36.24,37.04,13.2,3,Filtration,5/18/19,G,Down,Morro Bay
8:57:05,16.33,55.75,46.52,36.24,37.04,13.2,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:06,16.33,55.75,46.52,36.24,37.04,13.1,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:07,16.33,55.75,46.52,36.24,37.04,13,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:08,16.33,55.75,46.52,36.24,37.04,13,3,Filtration,5/18/19,G,Down,Morro Bay
8:57:09,16.33,55.75,46.52,36.24,37.04,13.1,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:10,16.33,55.75,46.52,36.24,37.04,13.1,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:11,16.33,55.75,46.52,36.24,37.04,13,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:57:12,16.33,55.75,46.52,36.24,37.04,13,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:57:13,16.33,55.75,46.52,36.24,37.04,13,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:14,16.33,55.75,46.52,36.24,37.04,13,3,Filtration,5/18/19,G,Down,Morro Bay
8:57:15,16.33,55.75,46.52,36.24,37.04,13,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:16,16.33,55.75,46.52,36.24,37.04,12.9,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:17,16.33,55.75,46.52,36.24,37.04,13,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:18,16.33,55.75,46.51,36.24,37.04,13,3.1,Filtration,5/18/19,G,Down,Morro Bay
8:57:19,16.33,55.75,46.51,36.24,37.04,12.9,2.9,Filtration,5/18/19,G,Down,Morro Bay
8:57:20,16.33,55.75,46.51,36.24,37.04,12.9,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:21,16.33,55.75,46.51,36.24,37.04,12.8,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:57:22,16.32,55.75,46.51,36.24,37.04,12.8,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:23,16.32,55.75,46.52,36.24,37.04,12.8,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:57:24,16.32,55.75,46.52,36.24,37.04,12.8,2.6,Filtration,5/18/19,G,Down,Morro Bay
8:57:25,16.32,55.76,46.52,36.24,37.04,12.7,2.8,Filtration,5/18/19,G,Down,Morro Bay
8:57:26,16.32,55.76,46.52,36.24,37.04,12.7,2.7,Filtration,5/18/19,G,Down,Morro Bay
8:57:27,16.32,55.75,46.52,36.24,37.04,12.7,2.6,Filtration,5/18/19,G,Down,Morro Bay
