    Time, Temp_C_H,SpCond_mS/cm_H, Cond_mS/cm_H,  TDS_g/L_H,   Sal+ppt_H,Turbid_NTU_H,  Chl_ug/L_H,Experiment,    Date,Sonde,Position,Site
14:54:13,20.81,51.92,47.77,33.75,34.22,1.2,3.4,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:14,20.81,51.92,47.76,33.75,34.22,1.2,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:15,20.81,51.92,47.76,33.75,34.21,1.2,3.1,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:16,20.81,51.92,47.76,33.74,34.21,1.2,3.1,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:17,20.81,51.91,47.76,33.74,34.21,1.2,3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:18,20.81,51.91,47.76,33.74,34.21,1.2,2.9,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:20,20.81,51.92,47.76,33.75,34.22,1.2,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:21,20.81,51.92,47.77,33.75,34.22,1.2,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:22,20.81,51.92,47.77,33.75,34.22,1.2,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:23,20.81,51.92,47.77,33.75,34.22,1.2,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:24,20.81,51.93,47.77,33.75,34.22,1.2,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:25,20.81,51.93,47.77,33.75,34.22,1.3,3.7,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:26,20.81,51.93,47.77,33.75,34.22,1.3,3.7,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:28,20.81,51.93,47.78,33.75,34.22,1.3,3.6,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:29,20.81,51.93,47.78,33.75,34.22,1.3,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:30,20.81,51.93,47.78,33.76,34.23,1.3,3.6,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:31,20.81,51.93,47.78,33.76,34.23,1.3,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:32,20.81,51.93,47.78,33.76,34.23,1.3,3.5,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:33,20.81,51.93,47.78,33.76,34.23,1.3,3.3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:34,20.81,51.94,47.78,33.76,34.23,1.3,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:36,20.81,51.94,47.78,33.76,34.23,1.3,3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:37,20.81,51.94,47.79,33.76,34.23,1.3,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:38,20.81,51.94,47.79,33.76,34.23,1.3,2.9,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:39,20.81,51.94,47.79,33.76,34.23,1.3,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:40,20.81,51.94,47.79,33.76,34.23,1.3,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:41,20.81,51.94,47.78,33.76,34.23,1.2,2.9,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:42,20.81,51.94,47.78,33.76,34.23,1.2,2.9,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:44,20.81,51.94,47.78,33.76,34.23,1.3,2.7,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:45,20.81,51.94,47.79,33.76,34.23,1.3,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:46,20.81,51.94,47.79,33.76,34.23,1.4,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:47,20.81,51.94,47.79,33.76,34.23,1.4,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:48,20.81,51.94,47.79,33.76,34.23,1.4,2.8,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:49,20.81,51.94,47.79,33.76,34.23,1.4,3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:50,20.81,51.94,47.79,33.76,34.23,1.4,3.1,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:52,20.81,51.94,47.79,33.76,34.23,1.4,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:53,20.81,51.95,47.79,33.76,34.24,1.3,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:54,20.81,51.94,47.79,33.76,34.23,1.4,3.4,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:55,20.81,51.94,47.79,33.76,34.23,1.4,3.3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:56,20.81,51.95,47.79,33.77,34.24,1.3,3.2,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:57,20.81,51.95,47.79,33.77,34.24,1.4,3.3,Side-by-side-Before,10/26/18,H,Down,Deanza
14:54:58,20.81,51.95,47.79,33.77,34.24,1.4,3.4,Side-by-side-Before,10/26/18,H,Down,Deanza
14:55:00,20.81,51.95,47.79,33.77,34.24,1.3,3.4,Side-by-side-Before,10/26/18,H,Down,Deanza
15:12:00,20.92,52.07,48,33.84,34.32,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:01,20.91,52.07,48,33.84,34.33,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:02,20.91,52.07,48.01,33.84,34.33,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:04,20.91,52.08,48.01,33.85,34.33,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:12:05,20.91,52.08,48.02,33.85,34.34,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:06,20.91,52.09,48.02,33.86,34.34,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:07,20.91,52.09,48.03,33.86,34.34,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:08,20.91,52.1,48.03,33.86,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:09,20.91,52.1,48.04,33.87,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:10,20.91,52.11,48.04,33.87,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:12,20.91,52.11,48.04,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:13,20.91,52.11,48.04,33.87,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:14,20.91,52.11,48.04,33.87,34.36,0.9,3.4,Filtration,10/26/18,H,Down,Deanza
15:12:15,20.91,52.11,48.04,33.87,34.36,0.9,3.4,Filtration,10/26/18,H,Down,Deanza
15:12:16,20.91,52.12,48.04,33.87,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:12:17,20.91,52.12,48.05,33.88,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:18,20.91,52.12,48.05,33.88,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:20,20.91,52.12,48.05,33.87,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:12:21,20.91,52.12,48.05,33.87,34.36,0.9,3.3,Filtration,10/26/18,H,Down,Deanza
15:12:22,20.91,52.11,48.04,33.87,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:23,20.91,52.11,48.04,33.87,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:24,20.91,52.11,48.04,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:25,20.91,52.11,48.04,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:26,20.91,52.11,48.04,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:28,20.91,52.11,48.04,33.87,34.35,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:12:29,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:30,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:31,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:32,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:33,20.91,52.1,48.03,33.86,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:34,20.91,52.1,48.03,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:36,20.91,52.1,48.03,33.87,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:37,20.91,52.1,48.03,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:38,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:39,20.91,52.1,48.04,33.87,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:12:40,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:41,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:42,20.91,52.11,48.04,33.87,34.35,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:12:44,20.91,52.11,48.04,33.87,34.35,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:12:45,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:46,20.92,52.1,48.04,33.87,34.35,0.8,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:47,20.92,52.1,48.04,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:48,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:49,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:50,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:52,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:53,20.91,52.1,48.04,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:12:54,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:55,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:56,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:12:57,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:12:58,20.91,52.1,48.04,33.87,34.35,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:13:00,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:01,20.91,52.1,48.04,33.87,34.35,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:13:02,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:03,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:04,20.91,52.1,48.04,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:05,20.91,52.1,48.04,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:06,20.91,52.1,48.04,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:08,20.91,52.1,48.04,33.87,34.35,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:09,20.91,52.11,48.04,33.87,34.35,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:10,20.91,52.11,48.04,33.87,34.35,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:11,20.91,52.11,48.04,33.87,34.35,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:12,20.91,52.11,48.04,33.87,34.35,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:13,20.91,52.11,48.04,33.87,34.35,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:14,20.91,52.11,48.04,33.87,34.35,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:16,20.91,52.11,48.04,33.87,34.35,0.9,2.1,Filtration,10/26/18,H,Down,Deanza
15:13:17,20.91,52.11,48.04,33.87,34.35,0.9,2,Filtration,10/26/18,H,Down,Deanza
15:13:18,20.91,52.11,48.04,33.87,34.35,0.9,1.9,Filtration,10/26/18,H,Down,Deanza
15:13:19,20.91,52.11,48.04,33.87,34.35,0.9,2,Filtration,10/26/18,H,Down,Deanza
15:13:20,20.91,52.1,48.04,33.87,34.35,0.8,2.1,Filtration,10/26/18,H,Down,Deanza
15:13:21,20.91,52.1,48.04,33.87,34.35,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:22,20.91,52.1,48.04,33.87,34.35,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:24,20.91,52.1,48.04,33.87,34.35,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:25,20.91,52.1,48.04,33.87,34.35,0.8,2.1,Filtration,10/26/18,H,Down,Deanza
15:13:26,20.91,52.1,48.04,33.87,34.35,0.8,2.1,Filtration,10/26/18,H,Down,Deanza
15:13:27,20.91,52.1,48.04,33.87,34.35,0.8,2.2,Filtration,10/26/18,H,Down,Deanza
15:13:28,20.91,52.1,48.04,33.87,34.35,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:29,20.91,52.1,48.04,33.87,34.35,0.8,2.2,Filtration,10/26/18,H,Down,Deanza
15:13:30,20.92,52.1,48.04,33.87,34.35,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:32,20.92,52.1,48.04,33.87,34.35,0.8,2.2,Filtration,10/26/18,H,Down,Deanza
15:13:33,20.92,52.11,48.04,33.87,34.35,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:34,20.92,52.11,48.04,33.87,34.36,0.8,2.2,Filtration,10/26/18,H,Down,Deanza
15:13:35,20.92,52.11,48.05,33.87,34.36,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:36,20.92,52.11,48.05,33.87,34.36,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:37,20.92,52.11,48.05,33.87,34.36,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:38,20.92,52.11,48.05,33.87,34.36,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:40,20.92,52.12,48.05,33.88,34.36,0.8,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:41,20.92,52.11,48.05,33.87,34.36,0.8,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:42,20.92,52.11,48.05,33.87,34.36,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:43,20.92,52.11,48.05,33.87,34.36,0.8,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:44,20.92,52.11,48.05,33.87,34.36,0.8,2.5,Filtration,10/26/18,H,Down,Deanza
15:13:45,20.92,52.11,48.05,33.87,34.35,0.8,2.3,Filtration,10/26/18,H,Down,Deanza
15:13:46,20.92,52.11,48.05,33.87,34.36,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:48,20.92,52.11,48.05,33.87,34.35,0.8,2.4,Filtration,10/26/18,H,Down,Deanza
15:13:49,20.92,52.11,48.05,33.87,34.35,0.8,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:50,20.92,52.11,48.05,33.87,34.35,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:51,20.92,52.11,48.05,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:52,20.92,52.11,48.05,33.87,34.35,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:53,20.92,52.11,48.05,33.87,34.36,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:13:54,20.92,52.11,48.05,33.87,34.36,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:13:56,20.92,52.11,48.05,33.87,34.36,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:57,20.92,52.11,48.05,33.87,34.36,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:13:58,20.92,52.11,48.05,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:13:59,20.92,52.11,48.05,33.87,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:14:00,20.92,52.11,48.05,33.87,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:14:01,20.92,52.11,48.05,33.87,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:14:02,20.92,52.11,48.05,33.87,34.36,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:14:04,20.92,52.12,48.06,33.88,34.36,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:14:05,20.92,52.12,48.06,33.88,34.36,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:06,20.92,52.12,48.06,33.88,34.36,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:07,20.92,52.12,48.06,33.88,34.36,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:08,20.92,52.12,48.06,33.88,34.37,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:09,20.92,52.13,48.07,33.88,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:10,20.92,52.13,48.07,33.88,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:12,20.92,52.13,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:13,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:14,20.92,52.13,48.07,33.89,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:15,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:16,20.92,52.13,48.07,33.89,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:17,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:18,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:20,20.92,52.13,48.07,33.88,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:21,20.92,52.13,48.07,33.88,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:22,20.92,52.13,48.07,33.89,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:23,20.92,52.13,48.07,33.89,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:24,20.92,52.14,48.08,33.89,34.38,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:25,20.92,52.14,48.08,33.89,34.38,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:26,20.92,52.14,48.08,33.89,34.38,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:28,20.92,52.14,48.08,33.89,34.38,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:29,20.92,52.14,48.08,33.89,34.38,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:30,20.92,52.14,48.08,33.89,34.38,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:31,20.92,52.14,48.08,33.89,34.38,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:14:32,20.92,52.13,48.08,33.89,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:33,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:34,20.92,52.13,48.07,33.88,34.37,0.9,2.3,Filtration,10/26/18,H,Down,Deanza
15:14:36,20.92,52.13,48.07,33.88,34.37,0.9,2.4,Filtration,10/26/18,H,Down,Deanza
15:14:37,20.93,52.12,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:38,20.93,52.12,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:39,20.93,52.12,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:40,20.92,52.12,48.07,33.88,34.37,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:41,20.92,52.12,48.07,33.88,34.37,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:42,20.92,52.12,48.07,33.88,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:44,20.92,52.12,48.07,33.88,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:45,20.92,52.12,48.07,33.88,34.37,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:46,20.93,52.12,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:47,20.93,52.12,48.07,33.88,34.37,0.9,2.5,Filtration,10/26/18,H,Down,Deanza
15:14:48,20.93,52.12,48.07,33.88,34.37,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:14:49,20.93,52.12,48.07,33.88,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:50,20.93,52.12,48.07,33.88,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:52,20.93,52.12,48.07,33.88,34.37,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:14:53,20.93,52.12,48.07,33.88,34.37,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:14:54,20.93,52.12,48.07,33.88,34.37,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:14:55,20.93,52.12,48.07,33.88,34.37,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:14:56,20.93,52.12,48.07,33.88,34.37,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:14:57,20.93,52.12,48.07,33.88,34.37,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:14:58,20.93,52.12,48.07,33.88,34.37,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:00,20.93,52.12,48.07,33.88,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:15:01,20.93,52.12,48.07,33.88,34.36,0.9,3,Filtration,10/26/18,H,Down,Deanza
15:15:02,20.93,52.12,48.07,33.88,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:03,20.93,52.12,48.07,33.88,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:04,20.93,52.12,48.07,33.88,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:05,20.93,52.12,48.07,33.88,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:06,20.93,52.12,48.07,33.88,34.36,0.9,3.2,Filtration,10/26/18,H,Down,Deanza
15:15:08,20.93,52.12,48.07,33.88,34.36,0.9,3.1,Filtration,10/26/18,H,Down,Deanza
15:15:09,20.93,52.12,48.07,33.88,34.37,1,3,Filtration,10/26/18,H,Down,Deanza
15:15:10,20.93,52.12,48.07,33.88,34.37,1,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:11,20.93,52.12,48.07,33.88,34.37,1,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:12,20.93,52.12,48.07,33.88,34.37,1,2.8,Filtration,10/26/18,H,Down,Deanza
15:15:13,20.93,52.12,48.07,33.88,34.37,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:14,20.93,52.12,48.07,33.88,34.37,1,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:16,20.93,52.13,48.07,33.88,34.37,1,2.5,Filtration,10/26/18,H,Down,Deanza
15:15:17,20.93,52.13,48.08,33.89,34.37,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:18,20.93,52.14,48.09,33.89,34.38,1,2.5,Filtration,10/26/18,H,Down,Deanza
15:15:19,20.93,52.14,48.09,33.89,34.38,1,2.5,Filtration,10/26/18,H,Down,Deanza
15:15:20,20.93,52.15,48.09,33.89,34.38,1,2.4,Filtration,10/26/18,H,Down,Deanza
15:15:21,20.93,52.15,48.09,33.9,34.38,1,2.4,Filtration,10/26/18,H,Down,Deanza
15:15:22,20.93,52.15,48.09,33.9,34.38,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:24,20.93,52.15,48.09,33.9,34.38,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:25,20.93,52.15,48.09,33.89,34.38,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:26,20.93,52.14,48.09,33.89,34.38,1,2.4,Filtration,10/26/18,H,Down,Deanza
15:15:27,20.93,52.14,48.09,33.89,34.38,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:28,20.93,52.14,48.08,33.89,34.38,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:29,20.93,52.13,48.08,33.89,34.37,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:30,20.93,52.13,48.08,33.88,34.37,1,2.3,Filtration,10/26/18,H,Down,Deanza
15:15:32,20.93,52.12,48.07,33.88,34.37,1,2.2,Filtration,10/26/18,H,Down,Deanza
15:15:33,20.93,52.12,48.07,33.88,34.37,1,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:34,20.93,52.12,48.07,33.88,34.36,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:35,20.93,52.12,48.07,33.88,34.37,1,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:36,20.93,52.12,48.07,33.88,34.37,1,2.4,Filtration,10/26/18,H,Down,Deanza
15:15:37,20.93,52.12,48.07,33.88,34.37,1,2.5,Filtration,10/26/18,H,Down,Deanza
15:15:38,20.93,52.12,48.07,33.88,34.37,1,2.5,Filtration,10/26/18,H,Down,Deanza
15:15:39,20.93,52.12,48.07,33.88,34.36,1,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:40,20.93,52.12,48.07,33.88,34.36,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:41,20.93,52.12,48.06,33.88,34.36,1,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:42,20.93,52.12,48.06,33.88,34.36,1,3,Filtration,10/26/18,H,Down,Deanza
15:15:43,20.93,52.12,48.06,33.88,34.36,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:44,20.93,52.12,48.06,33.88,34.36,0.9,2.8,Filtration,10/26/18,H,Down,Deanza
15:15:45,20.93,52.12,48.07,33.88,34.36,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:46,20.93,52.12,48.07,33.88,34.36,0.9,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:47,20.93,52.12,48.07,33.88,34.36,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:48,20.93,52.12,48.07,33.88,34.36,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:49,20.93,52.12,48.07,33.88,34.36,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:50,20.93,52.12,48.07,33.88,34.36,0.9,2.7,Filtration,10/26/18,H,Down,Deanza
15:15:51,20.93,52.12,48.07,33.88,34.36,0.9,2.6,Filtration,10/26/18,H,Down,Deanza
15:15:52,20.93,52.12,48.07,33.88,34.36,1,2.8,Filtration,10/26/18,H,Down,Deanza
15:15:53,20.93,52.12,48.07,33.88,34.36,1,2.8,Filtration,10/26/18,H,Down,Deanza
15:15:54,20.93,52.12,48.07,33.88,34.36,1,2.9,Filtration,10/26/18,H,Down,Deanza
15:15:55,20.93,52.12,48.07,33.88,34.36,1,2.8,Filtration,10/26/18,H,Down,Deanza
