    Time, Temp_C_H,SpCond_mS/cm_H, Cond_mS/cm_H,  TDS_g/L_H,   Sal+ppt_H,Turbid_NTU_H,  Chl_ug/L_H,Experiment,    Date,Sonde,Position,Site
14:39:42,20.81,55.09,50.68,35.81,36.57,1.9,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:44,20.82,55.09,50.69,35.81,36.57,1.9,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:45,20.82,55.09,50.69,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:46,20.83,55.09,50.7,35.81,36.57,1.9,3.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:47,20.83,55.09,50.7,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:48,20.83,55.09,50.71,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:49,20.84,55.09,50.71,35.81,36.57,1.9,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:50,20.84,55.09,50.71,35.81,36.57,1.9,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:52,20.84,55.09,50.71,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:53,20.84,55.09,50.72,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:54,20.84,55.09,50.72,35.81,36.57,1.9,3.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:55,20.84,55.09,50.72,35.81,36.57,1.9,3.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:56,20.84,55.09,50.72,35.81,36.57,1.9,3.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:57,20.84,55.09,50.72,35.81,36.57,1.9,3.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:39:58,20.84,55.09,50.72,35.81,36.57,1.9,3.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:40:00,20.84,55.09,50.72,35.81,36.57,1.9,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:10,20.78,55.08,50.64,35.8,36.57,2.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:12,20.78,55.08,50.64,35.8,36.57,2.5,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:13,20.78,55.08,50.64,35.8,36.57,2.4,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:14,20.78,55.08,50.64,35.8,36.57,2.4,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:16,20.78,55.08,50.64,35.8,36.57,2.3,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:17,20.78,55.08,50.64,35.8,36.57,2.3,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:18,20.78,55.08,50.64,35.8,36.57,2.3,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:19,20.78,55.08,50.64,35.8,36.57,2.3,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:20,20.78,55.08,50.64,35.8,36.57,2.3,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:21,20.78,55.08,50.64,35.8,36.56,2.2,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:22,20.78,55.08,50.64,35.8,36.56,2.2,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:24,20.78,55.08,50.63,35.8,36.56,2.1,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:25,20.78,55.08,50.64,35.8,36.56,2.1,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:26,20.78,55.08,50.64,35.8,36.56,2.1,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:27,20.78,55.08,50.64,35.8,36.56,2.1,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:28,20.78,55.08,50.64,35.8,36.56,2.1,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:29,20.78,55.08,50.64,35.8,36.56,2.1,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:30,20.78,55.08,50.64,35.8,36.56,2.1,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:32,20.78,55.08,50.64,35.8,36.56,2,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:33,20.78,55.08,50.64,35.8,36.56,2,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:34,20.78,55.08,50.65,35.8,36.57,2,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:35,20.78,55.08,50.65,35.8,36.57,2,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:36,20.78,55.08,50.65,35.8,36.57,2,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:37,20.78,55.08,50.64,35.8,36.57,2,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:38,20.78,55.08,50.64,35.8,36.57,2,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:40,20.78,55.08,50.64,35.8,36.57,1.9,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:41,20.78,55.08,50.64,35.8,36.57,1.9,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:42,20.78,55.08,50.64,35.8,36.57,1.9,3.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:43,20.78,55.08,50.64,35.8,36.56,1.9,3.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:44,20.78,55.08,50.64,35.8,36.57,1.9,3.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:45,20.78,55.08,50.64,35.8,36.56,1.8,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:46,20.78,55.08,50.64,35.8,36.57,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:48,20.78,55.08,50.64,35.8,36.57,1.8,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:49,20.78,55.08,50.64,35.8,36.57,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:50,20.78,55.08,50.64,35.8,36.57,1.8,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:51,20.78,55.08,50.64,35.8,36.56,1.8,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:52,20.78,55.08,50.64,35.8,36.56,1.8,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:53,20.78,55.08,50.64,35.8,36.56,1.8,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:54,20.78,55.08,50.64,35.8,36.57,1.8,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:56,20.78,55.08,50.64,35.8,36.57,1.7,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:57,20.78,55.08,50.64,35.8,36.57,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:58,20.78,55.08,50.64,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:41:59,20.78,55.08,50.64,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:00,20.78,55.08,50.64,35.8,36.56,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:01,20.78,55.08,50.64,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:02,20.78,55.08,50.64,35.8,36.56,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:04,20.78,55.08,50.64,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:05,20.78,55.08,50.64,35.8,36.56,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:06,20.78,55.08,50.63,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:07,20.78,55.08,50.64,35.8,36.56,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:08,20.78,55.08,50.64,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:09,20.78,55.08,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:10,20.78,55.08,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:12,20.77,55.08,50.63,35.8,36.56,1.7,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:13,20.77,55.08,50.63,35.8,36.56,1.7,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:14,20.77,55.08,50.63,35.8,36.56,1.7,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:15,20.77,55.08,50.63,35.8,36.56,1.7,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:16,20.77,55.08,50.63,35.8,36.56,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:17,20.77,55.08,50.63,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:18,20.77,55.08,50.63,35.8,36.56,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:20,20.77,55.08,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:21,20.77,55.08,50.63,35.8,36.56,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:22,20.77,55.08,50.63,35.8,36.56,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:23,20.77,55.08,50.63,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:24,20.77,55.08,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:25,20.77,55.07,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:26,20.78,55.07,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:28,20.78,55.07,50.63,35.8,36.56,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:29,20.78,55.07,50.63,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:30,20.78,55.08,50.64,35.8,36.56,1.6,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:31,20.78,55.08,50.64,35.8,36.56,1.6,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:32,20.78,55.08,50.64,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:33,20.78,55.08,50.64,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:34,20.78,55.08,50.64,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:36,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:37,20.78,55.07,50.63,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:38,20.78,55.07,50.63,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:39,20.78,55.07,50.63,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:40,20.78,55.07,50.63,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:41,20.78,55.07,50.63,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:42,20.78,55.07,50.63,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:44,20.78,55.08,50.64,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:45,20.78,55.08,50.64,35.8,36.56,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:46,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:47,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:48,20.78,55.08,50.64,35.8,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:49,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:50,20.78,55.08,50.64,35.8,36.56,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:52,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:53,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:54,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:55,20.78,55.08,50.64,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:56,20.78,55.08,50.63,35.8,36.56,1.7,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:57,20.78,55.08,50.63,35.8,36.56,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:42:58,20.78,55.07,50.63,35.8,36.56,1.7,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:00,20.77,55.07,50.63,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:01,20.77,55.07,50.63,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:02,20.77,55.08,50.63,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:03,20.77,55.08,50.63,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:04,20.77,55.08,50.63,35.8,36.56,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:05,20.77,55.08,50.63,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:06,20.77,55.08,50.63,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:08,20.77,55.07,50.62,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:09,20.76,55.08,50.62,35.8,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:10,20.76,55.07,50.62,35.8,36.56,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:11,20.76,55.07,50.62,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:12,20.76,55.07,50.61,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:13,20.76,55.07,50.61,35.8,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:14,20.76,55.07,50.61,35.8,36.56,1.5,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:16,20.75,55.07,50.6,35.8,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:17,20.75,55.07,50.6,35.8,36.56,1.5,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:18,20.75,55.07,50.6,35.8,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:19,20.75,55.07,50.6,35.8,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:20,20.75,55.07,50.6,35.8,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:21,20.75,55.07,50.6,35.8,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:22,20.75,55.07,50.6,35.8,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:24,20.75,55.07,50.6,35.8,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:25,20.75,55.07,50.6,35.79,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:26,20.75,55.07,50.6,35.79,36.56,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:27,20.75,55.07,50.6,35.79,36.56,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:28,20.75,55.07,50.6,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:29,20.75,55.07,50.6,35.79,36.56,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:30,20.75,55.07,50.6,35.79,36.56,1.5,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:32,20.75,55.07,50.6,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:33,20.75,55.07,50.59,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:34,20.75,55.07,50.59,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:35,20.75,55.07,50.59,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:36,20.75,55.07,50.59,35.79,36.55,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:37,20.75,55.07,50.59,35.79,36.55,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:38,20.75,55.07,50.59,35.79,36.56,1.5,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:40,20.75,55.07,50.59,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:41,20.74,55.07,50.59,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:42,20.74,55.07,50.59,35.79,36.56,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:43,20.74,55.07,50.59,35.79,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:44,20.74,55.07,50.59,35.79,36.56,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:45,20.74,55.07,50.59,35.79,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:46,20.74,55.07,50.59,35.79,36.56,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:48,20.74,55.07,50.59,35.79,36.56,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:49,20.74,55.07,50.59,35.79,36.56,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:50,20.74,55.07,50.59,35.79,36.56,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:51,20.74,55.07,50.59,35.79,36.55,1.6,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:52,20.74,55.07,50.59,35.79,36.56,1.6,4.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:53,20.74,55.07,50.59,35.79,36.56,1.5,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:54,20.74,55.07,50.59,35.79,36.56,1.5,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:56,20.74,55.07,50.59,35.79,36.56,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:57,20.74,55.07,50.59,35.79,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:58,20.74,55.07,50.59,35.79,36.56,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:43:59,20.74,55.07,50.59,35.79,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:00,20.74,55.07,50.59,35.79,36.56,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:01,20.74,55.07,50.58,35.79,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:02,20.74,55.07,50.58,35.79,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:04,20.74,55.07,50.58,35.79,36.56,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:05,20.74,55.07,50.58,35.79,36.55,1.6,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:06,20.74,55.06,50.58,35.79,36.55,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:07,20.74,55.06,50.58,35.79,36.55,1.6,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:08,20.74,55.06,50.58,35.79,36.55,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:09,20.74,55.06,50.58,35.79,36.55,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:10,20.74,55.06,50.58,35.79,36.55,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:12,20.74,55.06,50.58,35.79,36.55,1.6,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:13,20.74,55.06,50.58,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:14,20.74,55.06,50.58,35.79,36.55,1.6,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:15,20.74,55.07,50.58,35.79,36.55,1.6,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:16,20.74,55.07,50.58,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:17,20.74,55.07,50.58,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:18,20.74,55.07,50.58,35.79,36.55,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:20,20.74,55.06,50.58,35.79,36.55,1.6,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:21,20.74,55.06,50.58,35.79,36.55,1.5,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:22,20.74,55.06,50.59,35.79,36.55,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:23,20.74,55.07,50.59,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:24,20.74,55.06,50.59,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:25,20.74,55.06,50.59,35.79,36.55,1.5,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:26,20.74,55.06,50.59,35.79,36.55,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:28,20.74,55.06,50.59,35.79,36.55,1.5,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:29,20.75,55.06,50.59,35.79,36.55,1.5,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:30,20.75,55.06,50.59,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:31,20.75,55.06,50.59,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:32,20.75,55.06,50.59,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:33,20.74,55.06,50.59,35.79,36.55,1.6,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:34,20.74,55.06,50.59,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:36,20.74,55.06,50.58,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:37,20.74,55.06,50.58,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:38,20.74,55.06,50.58,35.79,36.55,1.7,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:39,20.74,55.06,50.58,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:40,20.74,55.06,50.58,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:41,20.74,55.07,50.58,35.79,36.55,1.6,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:42,20.74,55.06,50.58,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:44,20.74,55.06,50.58,35.79,36.55,1.6,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:45,20.74,55.06,50.59,35.79,36.55,1.7,4.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:46,20.74,55.07,50.59,35.79,36.55,1.7,4.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:47,20.74,55.06,50.59,35.79,36.55,1.7,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:48,20.74,55.06,50.58,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:49,20.74,55.06,50.59,35.79,36.55,1.7,4.2,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:50,20.74,55.06,50.59,35.79,36.55,1.7,4.3,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:52,20.74,55.06,50.59,35.79,36.55,1.7,4.1,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:53,20.74,55.07,50.59,35.79,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:54,20.74,55.06,50.58,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:55,20.74,55.06,50.58,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:56,20.74,55.06,50.58,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:57,20.74,55.06,50.59,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:44:58,20.74,55.06,50.59,35.79,36.55,1.7,3.9,Side-by-side-before,10/26/18,G,Up,Deanza
14:45:00,20.74,55.06,50.59,35.79,36.55,1.8,4,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:10,20.75,55.06,50.59,35.79,36.55,1.8,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:12,20.75,55.06,50.59,35.79,36.55,1.7,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:13,20.75,55.06,50.59,35.79,36.55,1.8,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:14,20.75,55.06,50.59,35.79,36.55,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:16,20.75,55.06,50.59,35.79,36.55,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:17,20.75,55.06,50.59,35.79,36.55,1.8,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:18,20.75,55.05,50.59,35.79,36.55,1.8,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:19,20.75,55.05,50.59,35.79,36.55,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:20,20.75,55.05,50.59,35.79,36.55,1.8,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:21,20.75,55.05,50.58,35.78,36.55,1.7,3.5,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:22,20.75,55.05,50.58,35.78,36.55,1.7,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:24,20.75,55.05,50.58,35.78,36.54,1.7,3.4,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:25,20.75,55.05,50.58,35.78,36.54,1.7,3.6,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:26,20.75,55.05,50.58,35.78,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:27,20.75,55.05,50.58,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:28,20.75,55.05,50.58,35.78,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:29,20.75,55.05,50.58,35.78,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:30,20.75,55.05,50.58,35.78,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:32,20.74,55.06,50.58,35.79,36.55,1.7,3.8,Side-by-side-before,10/26/18,G,Up,Deanza
14:46:33,20.74,55.06,50.58,35.79,36.55,1.7,3.7,Side-by-side-before,10/26/18,G,Up,Deanza
